time,calc_time
1.00,0.14
9.00,0.09
19.00,0.06
29.00,0.07
39.00,0.07
49.00,0.05
59.00,0.07
69.00,0.06
79.00,0.06
89.00,0.08
99.00,0.08
109.00,0.07
119.00,0.21
129.00,0.06
139.00,0.07
149.00,0.06
159.00,0.08
169.00,0.05
179.00,0.07
189.00,0.06
199.00,0.07
209.00,0.07
219.00,0.07
229.00,0.07
239.00,0.06
249.00,0.08
259.00,0.07
269.00,0.07
279.00,0.08
289.00,0.08
299.00,0.07
309.00,0.07
319.00,0.07
329.00,0.07
339.00,0.07
349.00,0.07
359.00,0.07
369.00,0.06
379.00,0.06
389.00,0.07
399.00,0.06
409.00,0.08
419.00,0.07
429.00,0.06
439.00,0.07
449.00,0.07
459.00,0.06
469.00,0.08
479.00,0.07
489.00,0.07
499.00,0.08
509.00,0.06
519.00,0.07
529.00,0.06
539.00,0.06
549.00,0.07
559.00,0.07
569.00,0.10
579.00,0.07
589.00,0.07
599.00,0.06
609.00,0.08
619.00,0.07
629.00,0.07
639.00,0.07
649.00,0.08
659.00,0.07
669.00,0.07
679.00,0.07
689.00,0.06
699.00,0.06
709.00,0.07
719.00,0.07
729.00,0.08
739.00,0.08
749.00,0.07
759.00,0.07
769.00,0.07
779.00,0.06
789.00,0.06
799.00,0.06
809.00,0.09
819.00,0.07
829.00,0.06
839.00,0.06
849.00,0.08
859.00,0.06
869.00,0.06
879.00,0.07
889.00,0.07
899.00,0.06
909.00,0.06
919.00,0.06
929.00,0.07
939.00,0.06
949.00,0.05
959.00,0.08
969.00,0.06
979.00,0.07
989.00,0.06
999.00,0.07
