time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.90
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.19
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.15
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.30
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.41
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.16
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.96
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.86
19,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.59,0.76,1.78,49.48
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.15
23,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.24,0.31,0.73,41.94
25,0.00,0.00,0.00,0.00,2.73,0.00,0.00,0.91,1.17,2.73,40.00
27,1.97,0.00,0.98,1.97,4.73,0.00,0.00,1.58,2.03,4.73,58.69
29,0.00,0.00,0.00,0.00,6.73,0.00,0.00,2.24,2.89,6.73,58.69
31,0.00,0.00,0.00,0.00,8.73,0.00,0.00,2.91,3.74,8.73,56.94
33,0.00,0.00,0.00,0.00,10.73,0.00,0.00,3.58,4.60,10.73,47.50
35,0.00,0.00,0.00,0.00,12.73,0.00,0.00,4.24,5.46,12.73,33.97
37,0.00,0.00,0.00,0.00,14.73,0.00,0.93,5.22,6.71,14.73,26.92
39,0.00,5.08,2.54,5.08,3.17,0.00,2.93,2.03,2.61,3.17,25.58
41,0.00,5.10,2.55,5.10,5.17,0.00,4.93,3.37,4.33,5.17,14.64
