time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,43.60,1
3,0.00,0.00,0.00,0.00,0.00,53.07,4
5,0.00,0.00,0.00,0.00,0.00,60.40,4
7,0.00,0.00,0.00,0.00,0.00,63.24,4
9,0.00,0.00,0.00,0.00,0.00,58.90,4
11,0.00,0.00,0.00,0.00,0.00,57.34,2
13,0.00,0.00,0.00,0.00,0.00,52.10,2
15,0.00,0.00,0.01,0.01,0.11,45.97,2
17,0.37,1.49,0.42,0.52,2.11,49.58,2
19,1.36,5.43,0.92,1.10,4.11,48.11,1
21,1.34,5.35,0.81,0.95,5.83,45.32,1
23,1.34,5.35,0.71,0.65,7.83,41.33,1
25,1.95,5.35,1.19,1.20,9.83,38.28,1
27,4.18,11.38,1.69,1.78,11.83,34.62,3
29,4.94,11.39,2.22,2.41,13.83,29.98,3
31,7.70,11.39,2.59,2.72,15.83,28.36,3
33,10.22,14.04,3.43,3.73,17.83,30.34,3
35,10.04,15.92,4.26,4.74,19.83,28.25,4
37,5.92,10.37,5.12,5.83,21.83,27.29,4
39,6.09,10.37,5.48,6.47,23.83,24.88,4
41,8.25,10.92,6.81,8.18,25.83,27.97,4
43,9.01,12.53,8.15,9.90,27.83,27.92,4
45,8.49,12.37,7.54,9.25,16.10,24.41,3
47,10.02,14.61,7.54,9.60,17.70,23.30,3
49,12.10,16.79,8.47,10.81,19.70,27.35,3
51,12.12,18.39,9.57,12.08,21.70,28.54,3
53,13.69,28.27,9.47,11.77,23.70,27.80,3
55,15.55,35.70,9.01,11.29,25.70,26.90,3
57,11.27,16.61,9.84,12.18,27.70,24.10,2
59,14.01,18.04,11.05,13.63,29.70,22.31,2
61,15.47,21.39,12.27,15.11,31.70,23.74,2
63,17.71,24.46,13.60,16.76,33.70,22.85,2
65,16.74,25.59,11.66,13.90,29.66,21.56,2
67,13.53,25.38,12.85,15.28,31.66,21.61,2
69,14.76,30.29,12.13,14.79,33.66,19.16,1
71,15.62,33.75,13.12,15.87,35.66,16.59,1
73,16.24,36.23,13.75,16.36,37.66,13.71,1
