time,calc_time
1.00,0.01
9.00,0.03
19.00,0.03
29.00,0.03
39.00,0.03
49.00,0.03
59.00,0.03
69.00,0.03
79.00,0.03
89.00,0.03
99.00,0.02
109.00,0.02
119.00,0.02
129.00,0.03
139.00,0.04
149.00,0.03
159.00,0.03
169.00,0.02
179.00,0.03
189.00,0.03
199.00,0.03
209.00,0.03
219.00,0.02
229.00,0.03
239.00,0.03
249.00,0.03
259.00,0.02
269.00,0.03
279.00,0.03
289.00,0.03
299.00,0.02
309.00,0.03
319.00,0.02
329.00,0.03
339.00,0.02
349.00,0.02
359.00,0.02
369.00,0.03
379.00,0.03
389.00,0.03
399.00,0.04
409.00,0.02
419.00,0.03
429.00,0.03
439.00,0.02
449.00,0.03
459.00,0.03
469.00,0.03
479.00,0.02
489.00,0.03
499.00,0.03
509.00,0.03
519.00,0.03
529.00,0.02
539.00,0.03
549.00,0.03
559.00,0.03
569.00,0.03
579.00,0.02
589.00,0.03
599.00,0.03
609.00,0.03
619.00,0.02
629.00,0.02
639.00,0.03
649.00,0.04
659.00,0.02
669.00,0.03
679.00,0.03
689.00,0.03
699.00,0.02
709.00,0.03
719.00,0.03
729.00,0.03
739.00,0.02
749.00,0.03
759.00,0.03
769.00,0.03
779.00,0.03
789.00,0.03
799.00,0.03
809.00,0.03
819.00,0.03
829.00,0.03
839.00,0.03
849.00,0.03
859.00,0.03
869.00,0.02
879.00,0.02
889.00,0.03
899.00,0.02
909.00,0.03
919.00,0.02
929.00,0.03
939.00,0.02
949.00,0.03
959.00,0.03
969.00,0.03
979.00,0.02
989.00,0.03
999.00,0.03
