time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.81
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.55
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.47
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.40
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.76
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.90
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.53
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.02
19,2.13,0.00,1.06,2.13,0.55,2.00,0.00,0.85,0.73,2.00,14.19
21,10.58,0.00,5.29,10.58,2.55,4.00,0.00,2.18,2.33,4.00,6.68
23,12.32,0.00,6.16,12.32,4.55,6.00,0.00,3.52,3.93,6.00,12.68
25,15.72,0.00,7.86,15.72,6.55,8.00,0.00,4.85,5.53,8.00,21.55
27,18.68,0.00,9.34,18.68,8.55,10.00,0.00,6.18,7.13,10.00,24.73
29,18.65,0.00,9.33,18.65,10.55,12.00,0.00,7.52,8.73,12.00,30.22
31,18.65,0.00,9.33,18.65,12.55,14.00,0.00,8.85,10.33,14.00,30.60
33,18.65,0.00,9.33,18.65,14.55,16.00,0.00,10.18,11.93,16.00,29.43
35,18.65,0.00,9.33,18.65,16.55,18.00,0.00,11.52,13.53,18.00,24.70
37,18.65,0.00,9.33,18.65,18.55,20.00,0.00,12.85,15.13,20.00,17.13
39,24.23,0.00,12.12,24.23,20.55,22.00,0.00,14.18,16.73,22.00,11.75
41,32.27,0.00,16.14,32.27,22.55,24.00,0.00,15.52,18.33,24.00,6.18
43,35.71,0.00,17.85,35.71,24.55,26.00,0.00,16.85,19.93,26.00,8.56
45,38.33,0.00,19.16,38.33,26.55,28.00,0.00,18.18,21.53,28.00,11.61
