time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,60.00
9,0.00,0.00,0.00,0.00,0.00,47.20
11,0.00,0.00,0.00,0.00,0.00,56.45
13,0.00,0.00,0.00,0.00,0.00,65.00
15,0.00,0.00,0.00,0.00,0.00,65.30
17,0.00,0.00,0.00,0.00,0.00,63.80
19,0.00,0.00,0.00,0.00,0.00,48.85
21,0.00,0.00,0.00,0.00,0.00,42.45
23,0.00,0.00,0.00,0.00,0.67,37.10
25,0.00,2.43,0.00,0.00,2.67,32.40
27,0.00,11.38,0.00,0.00,4.67,37.08
29,0.00,11.39,0.00,0.00,6.67,41.47
31,0.00,8.78,0.00,0.00,8.67,38.30
33,0.00,0.00,0.00,0.00,8.42,36.67
35,0.00,0.00,0.00,0.00,1.59,29.30
37,1.51,0.00,0.00,1.66,0.00,24.45
39,5.50,0.00,0.00,3.66,0.00,23.73
41,5.41,0.00,0.00,5.66,1.62,20.27
43,5.41,2.96,0.00,7.66,3.62,19.80
45,5.41,5.53,0.00,9.66,5.62,19.70
47,5.41,5.51,0.00,11.66,7.62,19.70
49,5.41,5.51,0.00,13.66,9.62,26.52
51,5.41,5.51,0.00,15.66,11.62,28.24
53,5.41,5.51,0.00,17.66,13.62,25.90
55,5.41,7.71,0.00,19.66,15.62,24.72
57,5.41,12.31,0.00,21.66,17.62,22.12
59,5.41,12.24,0.00,23.66,19.62,23.22
61,5.41,12.24,0.00,25.66,21.62,17.53
63,6.90,12.24,0.00,27.66,23.62,12.73
65,12.22,12.88,0.00,29.66,25.62,10.57
67,12.09,18.06,0.00,31.66,27.62,6.97
69,12.09,17.88,0.00,33.66,29.62,3.62
71,12.09,17.88,0.00,35.66,31.62,0.95
73,12.09,21.21,0.00,37.66,33.62,0.02
75,12.09,24.82,0.00,39.66,35.62,0.00
77,12.09,24.79,0.00,41.66,37.62,0.00
79,12.09,24.79,0.00,43.66,39.62,0.00
81,12.09,24.79,0.00,45.66,41.62,0.00
83,12.09,24.79,0.00,47.66,43.62,0.00
85,12.09,24.79,0.00,49.66,45.62,6.37
87,12.09,24.79,0.00,51.66,47.62,13.34
89,12.09,24.79,0.00,53.66,49.62,19.72
91,9.32,24.79,0.00,55.66,51.62,27.26
93,0.00,20.83,0.00,31.80,39.80,38.20
95,0.00,0.00,0.00,0.00,30.14,48.05
97,0.00,0.00,0.00,0.00,24.51,48.10
99,0.00,0.00,0.00,1.24,0.00,45.80
101,0.00,0.00,0.00,3.24,0.00,39.02
103,5.30,0.00,0.00,5.24,1.97,38.68
105,5.08,3.25,0.00,7.24,3.97,37.73
107,5.08,5.50,0.00,9.24,5.97,33.32
109,5.08,5.49,0.00,11.24,7.97,25.13
111,5.08,5.49,0.00,13.24,9.97,22.36
113,11.50,5.49,0.00,15.24,11.97,20.41
115,20.62,5.49,0.00,17.24,13.97,18.22
117,24.52,5.49,0.00,19.24,15.97,14.38
119,24.47,11.92,0.00,21.24,17.97,11.60
121,24.47,12.34,0.00,23.24,19.97,9.69
123,24.82,12.34,0.00,25.24,21.97,7.67
125,30.67,12.34,0.00,15.02,23.97,15.20
127,16.43,12.34,0.00,15.76,25.97,20.92
129,0.00,18.84,0.00,16.48,27.97,23.28
131,0.00,18.93,0.00,8.63,29.97,32.04
133,0.00,18.93,0.00,0.00,31.97,33.24
135,0.00,18.93,0.00,0.00,33.97,30.81
137,0.00,18.93,0.00,0.00,35.97,27.19
139,0.00,18.93,0.00,0.00,37.97,21.96
141,0.00,21.69,0.00,0.02,39.97,15.90
143,0.52,25.37,0.00,2.02,41.97,15.51
145,4.54,30.69,0.00,4.02,43.97,13.43
147,6.73,31.71,0.00,6.02,45.97,11.51
149,10.62,31.71,0.00,8.02,47.97,10.48
151,10.57,31.71,0.00,10.02,49.97,12.02
153,10.57,31.71,0.00,12.02,51.97,10.01
