time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,50.00
9,0.00,0.00,0.00,0.00,0.00,56.40
11,0.00,0.00,0.00,0.00,0.00,61.30
13,0.00,0.00,0.00,0.00,0.00,61.50
15,0.00,0.00,0.00,0.00,0.00,57.55
17,0.00,0.00,0.00,0.00,0.00,50.50
19,0.00,0.00,0.60,0.00,0.00,38.30
21,0.00,0.00,2.60,0.00,0.00,25.23
23,3.06,0.00,4.60,0.00,0.00,16.17
25,10.82,0.00,6.60,0.00,0.00,19.45
27,16.49,0.00,6.57,0.00,1.71,29.73
29,6.94,4.52,8.57,0.00,3.71,40.98
31,0.00,5.68,7.37,0.00,5.71,43.48
33,0.00,5.59,0.00,0.00,7.71,59.03
35,0.00,0.48,0.00,0.00,9.71,53.97
37,0.00,0.00,0.77,0.00,0.00,44.12
39,0.00,0.00,2.77,0.00,0.00,31.90
41,1.79,0.00,4.77,0.00,0.00,28.33
43,2.78,0.00,6.77,1.60,0.00,36.16
45,15.26,0.00,8.77,3.60,0.00,34.72
47,16.79,0.00,2.83,5.60,0.00,43.08
49,4.82,0.00,4.83,7.60,0.00,47.90
51,0.00,0.00,6.83,0.37,0.00,47.35
53,0.00,0.00,0.00,2.37,0.00,47.40
55,0.00,0.00,0.00,0.00,0.00,40.43
57,0.00,0.00,1.51,0.00,0.00,41.63
59,0.00,0.00,3.51,0.00,0.00,43.70
61,0.00,0.00,2.84,0.00,0.00,52.80
63,0.00,0.00,0.00,0.00,0.00,54.20
65,0.00,0.00,0.00,0.00,0.00,55.48
67,0.00,0.00,0.00,0.00,0.00,51.70
69,0.00,0.00,0.65,0.00,0.00,49.38
71,0.00,0.00,2.65,0.00,0.00,42.45
73,1.98,0.00,4.65,0.00,0.00,45.87
75,0.00,0.00,6.65,0.00,0.00,41.63
77,0.00,0.00,8.65,0.00,1.19,36.62
79,4.47,0.00,10.65,0.00,0.00,34.56
81,10.68,3.31,12.65,0.00,1.37,35.58
83,9.19,5.65,6.84,0.00,3.37,37.80
85,0.00,5.64,8.84,0.00,5.37,41.58
87,0.00,5.64,0.00,0.00,7.37,41.26
89,0.00,5.64,0.00,0.00,9.37,35.81
91,0.00,11.87,0.00,0.00,11.37,29.01
93,0.00,12.26,0.00,1.73,13.37,24.93
95,5.34,12.26,0.00,3.73,15.37,24.06
97,11.86,12.26,0.58,5.73,17.37,20.51
99,9.63,8.34,2.58,7.73,19.37,21.73
101,0.00,0.00,4.58,10.83,12.15,27.04
103,0.00,0.00,6.58,8.58,7.20,31.13
105,0.00,0.00,8.58,0.00,0.00,30.34
107,2.01,0.00,10.58,0.00,0.00,32.33
109,12.97,0.00,12.58,0.00,1.52,32.31
111,16.79,0.27,14.58,0.00,3.52,31.70
113,16.76,4.80,16.58,0.00,5.52,27.21
115,16.76,4.61,18.58,0.00,7.52,26.01
117,16.76,4.61,20.58,0.11,9.52,25.16
119,20.51,4.61,19.04,2.11,11.52,28.25
121,23.36,6.91,21.04,4.11,13.52,26.92
123,2.21,9.87,15.92,6.11,15.52,26.06
125,0.00,9.83,6.37,8.11,17.52,26.49
127,0.00,9.83,8.37,5.28,19.52,29.54
129,0.00,9.83,0.00,7.28,21.52,28.53
131,0.00,9.83,0.95,0.00,23.52,22.31
133,0.00,9.83,2.95,0.00,25.52,16.48
135,0.00,10.17,6.51,0.00,27.52,26.33
137,0.00,16.02,5.98,0.00,29.52,30.34
139,0.00,15.80,0.00,0.00,31.52,30.56
141,0.00,15.80,0.00,0.00,33.52,28.74
143,0.00,15.80,1.81,0.00,35.52,25.57
145,0.00,15.80,0.00,0.00,37.52,21.72
147,0.00,15.80,0.00,0.00,39.52,12.93
149,0.00,19.28,1.10,0.00,41.52,11.54
151,0.00,23.09,3.10,0.00,43.52,18.83
153,2.20,27.97,5.10,0.00,45.52,26.02
