time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,51.56,1
5,0.00,0.00,0.00,0.00,54.75,1
7,0.00,0.00,0.00,0.00,56.89,1
9,0.00,0.00,0.00,0.00,58.52,1
11,0.00,0.00,0.00,0.00,58.80,1
13,0.00,0.00,0.00,0.00,55.61,1
15,0.00,0.00,0.00,0.00,50.09,1
17,0.00,0.00,0.05,0.60,42.75,1
19,0.37,1.47,0.32,2.60,40.57,1
21,0.96,3.84,0.91,4.60,36.62,3
23,3.06,12.26,1.26,6.60,31.43,3
25,3.08,12.31,1.89,8.60,31.09,3
27,3.51,12.31,1.85,8.57,31.27,3
29,3.43,12.31,2.31,10.57,30.62,3
31,5.44,12.31,2.97,12.57,32.53,3
33,7.39,18.27,3.64,14.57,32.85,3
35,7.49,18.65,4.31,16.57,30.29,3
37,7.49,18.65,4.97,18.57,25.69,3
39,7.63,18.65,5.76,20.57,19.30,3
41,10.47,18.65,6.53,22.57,17.00,2
43,12.40,18.65,7.47,24.57,22.94,2
45,15.24,23.59,8.47,26.57,27.98,2
47,16.40,23.32,9.47,28.57,29.49,2
49,13.94,23.32,8.05,29.01,29.50,2
51,11.87,23.95,8.13,27.96,27.38,2
53,13.13,28.98,7.30,29.96,22.68,4
55,13.76,29.19,8.33,31.96,18.36,4
57,16.90,38.06,9.54,33.96,17.95,4
59,18.67,45.02,9.09,29.23,20.81,4
61,20.43,48.38,8.37,31.23,21.90,1
63,17.97,48.34,8.05,21.28,22.07,1
65,17.79,48.27,7.85,23.28,25.83,1
67,18.00,47.45,8.64,25.28,23.84,1
69,15.12,31.99,7.67,26.92,22.25,1
71,8.74,17.35,6.46,23.53,22.86,1
73,9.72,17.35,5.41,25.53,24.99,1
75,11.37,23.97,6.28,27.53,26.21,1
77,11.40,24.06,6.65,29.53,26.59,1
79,12.49,24.06,6.83,31.53,26.76,1
81,13.53,24.06,6.83,33.53,27.68,1
83,15.27,24.06,7.66,35.53,28.83,1
85,16.09,24.06,7.82,37.53,29.54,1
87,16.08,24.06,8.56,39.53,29.29,3
89,16.89,24.06,9.49,41.53,27.11,3
91,19.40,24.06,10.43,43.53,26.87,3
93,20.24,28.39,11.23,45.53,31.55,3
95,16.19,30.34,11.37,36.32,33.98,3
97,8.29,14.87,7.35,31.97,33.38,3
99,7.06,11.25,6.43,25.08,29.82,3
101,15.20,30.20,4.45,14.90,24.84,2
103,18.06,29.97,5.26,16.90,22.51,2
105,20.71,31.74,6.43,18.90,21.48,2
107,25.06,40.75,7.61,20.90,22.23,2
109,25.44,42.19,7.47,22.90,20.55,2
111,27.64,45.32,8.71,24.90,16.70,4
113,31.57,55.10,10.04,26.90,13.14,4
115,33.49,61.71,11.37,28.90,14.90,4
117,36.16,73.05,11.59,30.90,18.68,4
119,36.97,82.97,11.61,28.05,21.05,1
121,34.16,88.49,9.98,30.05,18.41,1
123,36.59,88.34,10.62,32.05,15.52,1
125,38.71,92.97,11.79,34.05,11.81,1
127,40.07,95.75,12.33,32.27,11.27,1
129,46.25,104.94,11.40,29.37,12.62,1
131,53.23,112.41,12.29,31.37,14.72,1
133,54.75,114.07,12.22,32.58,17.91,1
135,54.74,114.06,12.74,27.52,21.33,1
137,47.24,96.54,12.99,29.52,24.20,1
139,8.44,23.94,13.97,31.52,24.67,1
141,8.44,23.94,14.57,33.52,24.96,1
143,8.98,26.11,13.64,35.52,24.34,1
145,10.11,30.60,13.16,37.52,23.47,1
147,11.27,30.53,13.87,39.52,21.59,3
149,12.82,30.53,14.63,41.52,24.48,3
151,14.23,30.53,14.72,43.52,27.50,3
153,14.84,30.53,13.34,45.52,25.38,3
155,14.80,30.50,12.26,43.73,24.88,3
157,13.21,30.07,11.87,45.73,26.06,2
159,15.95,28.57,11.86,47.73,23.97,2
161,16.41,26.04,12.93,49.73,22.69,2
163,16.34,24.76,13.82,51.73,23.77,2
165,20.56,29.42,14.83,53.73,23.76,2
167,23.24,33.06,15.91,55.73,21.90,4
169,24.38,35.27,16.10,57.73,17.23,4
