time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,0.00,48.20,1
5,0.00,0.00,0.00,0.00,0.00,56.80,1
7,0.00,0.00,0.00,0.00,0.00,60.07,1
9,0.00,0.00,0.00,0.00,0.00,57.35,2
11,0.00,0.00,0.00,0.00,0.00,54.18,2
13,0.00,0.00,0.00,0.00,0.00,52.24,2
15,0.00,0.00,0.00,0.00,0.00,51.91,2
17,0.00,0.00,0.10,0.10,0.70,54.54,7
19,0.00,0.00,0.10,0.22,1.15,57.08,7
21,0.00,0.00,0.00,0.00,0.00,51.57,7
23,0.00,0.00,0.00,0.00,0.00,44.58,7
25,0.00,0.00,0.03,0.08,0.42,46.82,4
27,0.00,0.00,0.15,0.19,1.79,46.64,4
29,0.00,0.00,0.02,0.04,0.20,50.80,4
31,0.00,0.00,0.21,0.45,2.20,51.71,4
33,0.00,0.00,0.43,0.80,2.90,51.76,3
35,0.00,0.00,0.02,0.01,0.22,45.50,3
37,0.00,0.00,0.27,0.27,2.22,43.12,3
39,0.00,0.00,0.73,0.84,4.22,40.92,3
41,0.46,1.84,0.27,0.22,2.65,40.12,6
43,1.41,5.63,0.39,0.17,4.65,37.89,6
45,1.39,5.57,0.60,0.33,6.65,43.30,6
47,1.39,5.57,0.85,0.60,8.65,46.71,6
49,2.09,5.57,1.10,0.67,10.65,47.63,5
51,2.46,5.57,1.34,0.68,12.65,48.19,5
53,2.39,5.57,1.68,0.88,14.65,49.39,5
55,1.39,5.57,2.15,1.18,16.65,46.06,5
57,1.39,5.57,1.75,0.91,18.65,41.21,8
59,1.73,5.57,2.49,1.71,20.65,37.30,8
61,3.05,5.47,3.09,1.87,22.65,35.04,8
63,2.56,5.14,3.29,1.66,24.65,29.50,8
65,2.80,5.10,1.49,1.17,6.94,24.48,6
67,6.26,12.10,2.23,1.71,8.94,21.02,6
69,7.18,11.92,3.07,2.40,10.94,21.83,6
71,7.19,11.64,4.24,3.67,12.94,24.60,6
73,4.40,11.64,4.16,4.03,13.32,31.16,1
75,4.18,11.64,4.07,4.18,15.32,36.03,1
77,4.18,11.64,4.30,3.80,17.32,37.32,1
79,3.38,8.43,5.00,4.52,19.32,39.67,1
81,2.11,8.45,4.24,4.46,21.32,40.37,5
