time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,43.65,1
3,0.00,0.00,0.00,0.00,51.41,1
5,0.00,0.00,0.00,0.00,60.47,1
7,0.00,0.00,0.00,0.00,61.08,1
9,0.00,0.00,0.00,0.00,61.19,1
11,0.00,0.00,0.00,0.00,59.16,1
13,0.00,0.00,0.00,0.00,52.71,1
15,0.00,0.00,0.00,0.00,43.37,1
17,0.31,1.22,0.33,1.82,36.90,1
19,2.09,5.48,0.83,3.82,29.49,1
21,2.66,5.44,1.33,5.82,31.07,3
23,5.63,11.34,1.98,7.82,31.75,3
25,5.76,12.06,2.77,9.82,32.10,3
27,5.76,12.06,3.61,11.82,30.78,3
29,5.76,12.06,4.41,13.82,30.09,3
31,6.21,13.86,4.76,15.82,28.63,3
33,8.72,18.75,5.59,17.82,27.17,3
35,8.82,18.67,6.52,19.82,23.99,3
37,10.67,18.67,7.50,21.82,22.82,3
39,11.70,18.67,8.52,23.82,21.36,3
41,11.67,18.67,9.47,25.82,20.02,3
43,11.67,18.67,10.52,27.82,18.36,2
45,13.19,18.67,11.41,29.82,16.80,2
47,14.50,23.47,12.41,31.82,20.19,2
49,16.01,29.56,13.41,33.82,22.70,2
51,13.05,29.30,13.03,35.82,22.32,2
53,8.70,16.56,9.66,37.82,18.08,2
55,10.96,16.96,8.28,39.82,15.75,4
57,13.19,23.88,9.14,41.82,17.00,4
59,14.54,24.01,9.12,43.82,20.98,4
61,13.24,23.81,9.95,45.82,21.95,4
63,12.93,23.81,8.85,34.08,23.76,4
65,9.01,23.81,8.48,35.39,23.18,4
67,8.98,23.81,8.40,37.39,22.11,1
69,9.14,24.45,8.01,39.39,22.01,1
71,10.42,29.60,8.74,41.39,25.56,1
73,10.62,29.44,9.57,43.39,26.94,1
75,12.04,29.43,8.10,41.72,26.54,1
77,9.80,18.06,6.38,24.40,23.03,1
79,9.73,18.06,7.26,25.16,18.80,1
81,11.13,18.06,6.34,27.16,16.71,1
83,13.02,23.76,6.28,29.16,19.83,1
85,15.12,27.35,7.12,31.16,21.97,1
87,16.27,29.95,8.02,33.16,23.32,3
89,17.65,29.93,9.02,35.16,25.55,3
91,17.60,29.93,10.02,37.16,29.00,3
93,17.96,29.93,9.66,39.16,29.49,3
95,14.71,29.92,8.84,30.03,28.43,3
97,8.87,12.49,8.49,24.60,26.17,3
99,7.97,16.50,7.62,25.65,25.95,3
101,10.14,19.43,8.58,27.65,25.16,3
103,11.89,19.30,8.69,29.65,24.93,2
105,11.90,19.30,9.73,31.65,23.02,2
107,13.80,24.63,10.74,33.65,23.14,2
109,18.36,32.13,11.94,35.65,23.50,2
111,19.76,31.45,11.74,37.65,22.24,2
113,17.83,30.13,10.90,39.65,21.61,2
115,20.28,30.13,11.50,41.65,17.56,4
117,22.57,30.13,11.25,43.65,16.35,4
119,23.14,32.38,12.36,45.65,15.90,4
121,26.41,45.50,13.61,47.65,14.27,4
