time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,60.00,1
5,0.00,0.00,0.00,0.00,45.91,1
7,0.00,0.00,0.00,0.00,50.64,1
9,0.00,0.00,0.00,0.00,55.82,1
11,0.00,0.00,0.00,0.00,60.43,1
13,0.00,0.00,0.00,0.00,57.50,1
15,0.00,0.00,0.00,0.00,57.34,1
17,0.00,0.00,0.00,0.00,56.94,1
19,0.00,0.00,0.03,0.41,56.26,1
21,0.00,0.00,0.24,2.41,57.78,3
23,0.00,0.00,0.08,0.95,57.74,3
25,0.00,0.00,0.00,0.00,53.07,3
27,0.00,0.00,0.10,1.16,46.23,3
29,0.91,3.64,0.30,3.16,35.73,3
31,1.81,4.86,0.70,5.16,29.44,3
33,2.71,5.81,1.31,7.16,22.63,3
35,6.72,15.27,2.21,9.16,20.94,3
37,9.97,17.32,3.42,11.16,19.07,3
39,10.37,17.31,4.54,13.16,18.64,3
41,11.66,18.45,5.71,15.16,16.67,2
43,12.67,21.45,6.88,17.16,16.11,2
45,14.81,25.01,8.04,19.16,18.42,2
47,13.97,24.73,9.21,21.16,17.76,2
49,13.54,26.05,8.45,20.41,21.08,2
51,14.72,30.80,8.44,22.41,22.16,2
53,16.46,30.70,8.93,24.41,20.00,4
55,16.40,30.70,9.88,26.41,18.94,4
57,16.33,30.70,10.64,28.41,22.44,4
59,16.20,32.73,11.43,30.41,23.76,4
61,18.49,37.03,9.70,32.41,22.09,1
63,18.45,36.98,10.52,34.41,18.78,1
65,20.05,36.98,11.49,36.41,15.56,1
67,21.66,37.54,12.49,38.41,18.85,1
69,26.39,46.44,12.28,36.14,22.92,1
71,29.44,51.77,12.33,38.14,24.29,1
73,30.65,55.21,11.04,30.89,25.81,1
75,20.32,43.77,8.58,25.01,26.32,1
77,6.74,17.55,7.48,19.34,26.15,1
79,7.62,17.55,6.56,17.89,26.50,1
81,9.32,20.70,7.73,19.89,24.03,1
83,11.25,28.52,6.16,21.89,24.22,3
85,12.92,30.00,6.30,23.89,20.80,3
87,13.90,30.00,6.58,25.89,19.81,3
89,12.79,31.78,7.58,27.89,16.44,3
91,13.27,36.54,7.03,29.89,15.41,3
93,14.80,36.44,6.34,31.89,15.66,3
95,17.58,36.44,6.48,33.89,17.86,2
97,17.95,36.44,7.27,35.89,16.46,2
99,17.95,36.44,7.85,37.89,15.94,2
101,17.95,36.44,8.76,39.89,18.59,2
103,14.89,36.44,8.49,37.69,19.58,2
105,14.57,36.24,7.70,33.16,17.55,4
107,6.39,16.96,7.08,28.02,11.37,4
109,5.51,16.96,7.61,27.69,13.41,4
111,8.80,22.61,8.73,29.69,16.83,4
113,9.51,21.88,6.49,31.69,15.32,1
115,8.89,19.45,6.87,33.69,18.71,1
117,9.45,17.81,7.54,35.69,25.87,1
119,10.11,17.67,8.21,37.69,31.86,1
121,7.17,11.49,8.89,39.69,34.11,1
123,7.00,11.49,8.12,41.69,33.92,1
125,7.91,15.11,7.60,43.69,34.67,1
127,9.92,23.18,8.27,45.69,32.65,1
129,10.00,23.48,8.98,47.69,23.80,1
131,10.00,23.48,9.80,49.69,21.05,1
133,10.00,23.48,10.45,51.69,18.40,3
135,10.00,23.48,11.25,53.69,14.65,3
137,9.98,23.48,11.95,55.69,17.36,3
139,8.68,23.48,12.78,57.69,23.94,3
141,9.40,23.48,10.43,59.69,27.47,2
143,10.35,23.48,11.06,61.69,27.61,2
145,10.34,23.48,11.95,63.69,29.16,2
147,10.95,23.48,12.95,65.69,30.36,2
149,7.96,20.85,12.54,60.18,31.16,2
151,2.63,5.53,7.58,28.51,32.91,2
153,3.72,5.53,5.01,28.32,29.95,2
155,5.20,10.28,3.92,22.18,29.20,2
157,6.34,14.83,4.76,24.18,29.67,2
159,8.01,18.24,5.43,26.18,28.34,4
161,8.88,18.20,5.79,28.18,23.27,4
163,8.85,18.20,6.79,30.18,19.81,4
