time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,60.00,1
5,0.00,0.00,0.00,0.00,47.45,1
7,0.00,0.00,0.00,0.00,57.52,1
9,0.00,0.00,0.00,0.00,57.87,1
11,0.00,0.00,0.00,0.00,60.30,1
13,0.00,0.00,0.00,0.00,57.56,1
15,0.00,0.00,0.00,0.00,58.47,1
17,0.00,0.00,0.04,0.50,57.75,1
19,0.00,0.00,0.03,0.41,57.69,1
21,0.00,0.00,0.20,2.41,58.26,3
23,0.00,0.00,0.08,0.96,53.94,3
25,0.00,0.00,0.11,1.31,46.38,3
27,0.13,0.54,0.37,3.31,39.53,3
29,2.09,4.71,0.76,5.31,31.37,3
31,4.14,9.30,1.40,7.31,26.64,3
33,7.08,17.50,2.23,9.31,26.05,3
35,10.88,21.08,3.25,11.31,26.48,3
37,13.03,23.87,4.41,13.31,26.66,3
39,13.19,24.55,5.69,15.31,26.11,3
41,15.87,30.17,7.02,17.31,23.98,2
43,17.53,29.98,8.35,19.31,20.66,2
45,18.99,29.98,9.69,21.31,20.67,2
47,19.50,38.34,11.18,23.31,20.00,2
49,17.55,42.11,10.48,25.31,19.73,2
51,19.03,46.88,10.26,27.31,19.04,2
53,22.17,53.61,10.63,29.31,18.58,4
55,24.45,62.91,11.74,31.31,16.83,4
57,26.64,71.94,12.63,33.31,18.27,4
59,27.37,76.44,13.29,30.41,17.72,4
61,30.98,81.39,11.91,32.41,15.83,1
63,30.89,81.30,12.49,34.41,13.23,1
65,33.35,86.72,13.66,36.41,12.66,1
67,35.84,87.78,14.89,38.41,15.70,1
69,40.57,87.78,14.50,36.14,21.44,1
71,42.11,87.78,14.62,38.14,21.28,1
73,43.50,87.78,14.01,30.13,20.41,1
75,32.96,74.22,13.24,29.92,19.96,1
77,15.76,34.69,12.48,31.92,20.21,1
79,17.74,35.81,10.85,33.92,20.78,1
81,18.55,35.80,12.18,35.92,21.12,1
83,21.64,35.80,10.46,37.92,21.75,3
85,23.80,35.80,11.79,39.92,19.97,3
87,23.71,35.80,12.17,41.92,17.49,3
89,23.27,36.17,13.50,43.92,15.10,3
91,26.36,47.26,13.61,41.09,13.58,3
93,27.16,55.72,13.35,36.89,12.65,3
95,30.06,63.32,13.81,37.46,10.74,2
97,33.58,69.62,13.22,39.46,8.49,2
99,36.17,72.12,12.77,41.46,8.91,2
101,40.54,89.82,13.73,43.46,10.71,2
103,41.99,95.63,13.81,38.58,14.59,2
105,44.48,101.06,13.63,40.58,17.40,4
107,36.82,100.94,13.56,36.92,15.40,4
109,36.07,100.94,14.01,35.18,12.22,4
111,38.40,103.10,14.09,37.18,12.08,4
113,42.81,109.71,15.42,39.18,14.23,1
115,43.58,113.10,16.31,41.18,13.81,1
117,43.52,113.04,17.47,43.18,14.76,1
119,44.74,112.99,18.64,45.18,17.91,1
121,45.70,112.35,19.70,47.18,17.83,1
123,46.50,102.67,20.15,49.18,18.64,1
125,35.94,82.57,19.48,51.18,18.44,1
127,39.01,85.44,20.44,53.18,17.44,1
129,41.01,85.00,20.78,55.18,16.01,1
131,43.92,83.82,19.74,57.18,14.71,1
133,29.25,87.92,20.18,59.18,13.32,1
135,29.33,87.82,21.31,61.18,14.64,1
137,31.08,87.82,22.09,63.18,14.75,1
139,31.03,87.82,23.03,65.18,14.23,3
141,31.75,87.82,23.50,67.18,13.31,3
143,32.70,87.82,24.70,69.18,14.03,3
145,32.69,87.82,24.59,69.05,13.36,3
147,33.20,87.82,25.49,71.05,13.27,3
149,32.46,87.82,26.80,73.05,15.06,2
151,34.43,87.82,27.83,75.05,12.92,2
153,35.51,87.82,26.95,77.05,11.08,2
155,38.72,93.37,28.45,79.05,12.96,2
157,39.68,104.22,28.37,68.18,13.13,2
159,43.32,113.97,24.02,68.03,12.05,2
161,44.40,113.70,22.00,70.03,12.75,2
163,47.51,122.73,23.08,68.16,11.98,2
