time,queue_main,queue_right,queue_avg,queue_max,delay_direction_1,delay_direction_2,delay_direction_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.30
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.70
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.20
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.80
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.30
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.60
13,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.29,0.29,0.86,55.50
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.57
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.95
19,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.09,0.09,0.26,55.40
21,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.32,0.32,0.95,49.93
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.53
25,0.00,1.30,0.65,1.30,0.00,0.00,0.40,0.13,0.13,0.40,34.87
27,0.00,5.78,2.89,5.78,0.00,0.00,2.40,0.80,0.80,2.40,46.27
29,0.00,0.25,0.12,0.25,0.00,0.00,4.40,1.47,1.47,4.40,48.37
31,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.31,0.31,0.92,42.10
33,0.95,0.00,0.48,0.95,0.00,1.48,0.00,0.49,0.49,1.48,43.25
35,5.69,0.00,2.84,5.69,0.00,3.48,0.00,1.16,1.16,3.48,40.70
37,5.54,0.00,2.77,5.54,0.00,5.48,0.00,1.83,1.83,5.48,40.04
39,5.54,0.00,2.77,5.54,0.00,7.48,0.77,2.75,2.75,7.48,36.57
41,6.58,0.00,3.29,6.58,0.00,9.48,0.00,3.16,3.16,9.48,34.02
43,11.91,0.00,5.95,11.91,1.81,11.48,0.00,4.43,4.43,11.48,24.70
45,15.47,0.00,7.73,15.47,3.81,13.48,0.00,5.76,5.76,13.48,21.54
47,18.08,0.00,9.04,18.08,5.81,15.48,0.00,7.10,7.10,15.48,19.48
49,22.35,4.27,13.31,22.35,7.81,17.48,1.31,8.86,8.86,17.48,20.96
51,24.27,5.73,15.00,24.27,9.81,19.48,3.31,10.86,10.86,19.48,16.48
53,24.26,11.23,17.75,24.26,11.81,21.48,5.31,12.86,12.86,21.48,10.78
55,24.64,11.89,18.27,24.64,13.81,23.48,7.31,14.86,14.86,23.48,12.31
57,31.21,11.89,21.55,31.21,15.81,25.48,9.31,16.86,16.86,25.48,9.62
59,36.50,11.89,24.20,36.50,17.81,27.48,11.31,18.86,18.86,27.48,10.26
61,36.53,12.26,24.40,36.53,19.81,29.48,13.31,20.86,20.86,29.48,7.82
63,36.53,18.64,27.59,36.53,21.81,31.48,15.31,22.86,22.86,31.48,5.95
65,40.18,18.42,29.30,40.18,23.81,33.48,17.31,24.86,24.86,33.48,8.47
67,43.38,18.42,30.90,43.38,25.81,35.48,19.31,26.86,26.86,35.48,13.19
69,43.36,18.42,30.89,43.36,27.81,37.48,21.31,28.86,28.86,37.48,14.27
71,43.36,22.17,32.76,43.36,29.81,39.48,23.31,30.86,30.86,39.48,13.41
73,43.36,24.25,33.80,43.36,31.81,41.48,25.31,32.86,32.86,41.48,11.87
75,48.94,24.24,36.59,48.94,33.81,43.48,27.31,34.86,34.86,43.48,9.80
77,52.46,24.24,38.35,52.46,35.81,45.48,29.31,36.86,36.86,45.48,8.68
79,65.09,24.24,44.66,65.09,37.81,47.48,31.31,38.86,38.86,47.48,6.88
81,76.78,24.24,50.51,76.78,39.81,49.48,33.31,40.86,40.86,49.48,3.36
83,83.77,24.24,54.00,83.77,41.81,51.48,35.31,42.86,42.86,51.48,1.28
85,94.49,24.24,59.36,94.49,43.81,53.48,37.31,44.86,44.86,53.48,2.43
87,103.14,24.24,63.69,103.14,45.81,43.70,39.31,42.94,42.94,45.81,3.89
89,102.97,24.24,63.60,102.97,32.74,45.70,41.31,39.92,39.92,45.70,4.69
91,102.97,24.24,63.60,102.97,34.74,43.95,43.31,40.66,40.66,43.95,6.41
93,105.23,24.24,64.73,105.23,36.74,18.97,45.31,33.67,33.67,45.31,8.48
95,109.98,24.24,67.11,109.98,36.36,20.97,47.31,34.88,34.88,47.31,9.51
97,109.91,25.35,67.63,109.91,30.92,22.97,49.31,34.40,34.40,49.31,10.54
99,109.91,31.07,70.49,109.91,12.62,24.97,51.31,29.63,29.63,51.31,11.74
101,109.76,35.24,72.50,109.76,14.62,23.26,53.31,30.40,30.40,53.31,16.42
103,48.72,37.77,43.24,48.72,16.62,22.50,55.31,31.48,31.48,55.31,16.62
105,0.00,37.76,18.88,37.76,18.62,17.07,57.31,31.00,31.00,57.31,14.99
107,0.00,37.76,18.88,37.76,20.62,19.07,59.31,33.00,33.00,59.31,12.29
109,7.46,37.76,22.61,37.76,22.62,21.07,61.31,35.00,35.00,61.31,11.43
111,18.57,37.76,28.17,37.76,24.62,23.07,60.10,35.93,35.93,60.10,13.18
113,25.50,37.56,31.53,37.56,26.62,25.07,52.90,34.86,34.86,52.90,12.58
115,32.85,10.91,21.88,32.85,28.62,27.07,45.34,33.68,33.68,45.34,15.58
117,42.34,0.00,21.17,42.34,30.62,29.07,39.21,32.97,32.97,39.21,12.15
119,43.73,0.00,21.87,43.73,32.62,31.07,38.18,33.95,33.95,38.18,11.47
121,43.73,0.00,21.87,43.73,34.62,33.07,0.00,22.56,22.56,34.62,8.76
123,49.68,0.00,24.84,49.68,36.62,35.07,0.00,23.90,23.90,36.62,13.73
125,50.42,0.00,25.21,50.42,38.62,37.07,0.00,25.23,25.23,38.62,11.03
127,50.42,0.00,25.21,50.42,40.62,39.07,0.58,26.76,26.76,40.62,7.50
129,53.01,0.00,26.51,53.01,42.62,41.07,2.58,28.76,28.76,42.62,10.84
131,62.75,0.00,31.38,62.75,44.62,43.07,4.58,30.76,30.76,44.62,12.96
133,70.30,0.00,35.15,70.30,46.62,45.07,6.58,32.76,32.76,46.62,11.24
135,75.18,0.00,37.59,75.18,48.62,47.07,8.58,34.76,34.76,48.62,6.09
137,79.44,0.00,39.72,79.44,50.62,49.07,10.58,36.76,36.76,50.62,1.92
139,94.86,0.00,47.43,94.86,52.62,51.07,12.58,38.76,38.76,52.62,2.59
141,104.78,0.00,52.39,104.78,54.62,53.07,14.58,40.76,40.76,54.62,3.12
143,107.59,0.00,53.80,107.59,54.96,55.07,16.58,42.20,42.20,55.07,3.87
145,108.96,0.00,54.48,108.96,53.70,57.07,18.58,43.11,43.11,57.07,3.39
147,113.96,0.00,56.98,113.96,55.70,59.07,20.58,45.11,45.11,59.07,5.28
149,113.87,0.00,56.93,113.87,57.70,61.07,22.58,47.11,47.11,61.07,5.22
151,120.06,0.00,60.03,120.06,59.70,63.07,24.58,49.11,49.11,63.07,6.50
153,126.07,0.00,63.04,126.07,61.70,65.07,26.58,51.11,51.11,65.07,7.09
155,126.81,0.00,63.40,126.81,63.70,67.07,28.58,53.11,53.11,67.07,8.52
157,130.92,3.68,67.30,130.92,65.70,61.90,30.58,52.73,52.73,65.70,8.78
159,132.78,4.95,68.87,132.78,51.73,63.90,32.58,49.40,49.40,63.90,9.76
161,132.77,11.84,72.31,132.77,53.73,52.94,34.58,47.08,47.08,53.73,9.85
163,132.77,17.57,75.17,132.77,40.70,54.94,36.58,44.07,44.07,54.94,11.04
165,132.67,17.41,75.04,132.67,42.70,35.57,38.58,38.95,38.95,42.70,17.82
167,65.70,17.41,41.56,65.70,27.17,37.57,40.58,35.11,35.11,40.58,21.49
169,0.00,17.41,8.71,17.41,29.17,29.69,42.58,33.81,33.81,42.58,23.08
171,0.00,20.82,10.41,20.82,27.37,31.69,44.58,34.55,34.55,44.58,22.86
173,0.00,23.84,11.92,23.84,29.37,29.59,46.58,35.18,35.18,46.58,22.31
175,0.00,26.86,13.43,26.86,0.00,31.59,48.58,26.72,26.72,48.58,23.50
177,0.00,30.14,15.07,30.14,0.00,24.16,50.58,24.91,24.91,50.58,21.82
179,0.00,30.11,15.05,30.11,0.00,21.48,52.58,24.69,24.69,52.58,21.78
181,4.07,31.80,17.94,31.80,0.00,23.48,54.58,26.02,26.02,54.58,18.04
183,10.88,36.32,23.60,36.32,0.00,25.48,48.80,24.76,24.76,48.80,15.02
185,15.61,41.32,28.46,41.32,0.00,27.48,49.88,25.79,25.79,49.88,15.10
187,17.73,41.65,29.69,41.65,0.00,29.48,46.85,25.44,25.44,46.85,18.23
189,24.52,37.01,30.76,37.01,0.00,31.48,38.35,23.28,23.28,38.35,18.33
191,24.32,4.19,14.26,24.32,0.00,33.48,40.35,24.61,24.61,40.35,17.32
