time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,44.30,7
3,0.00,0.00,0.00,0.00,53.03,7
5,0.00,0.00,0.00,0.00,54.63,7
7,0.00,0.00,0.00,0.00,56.98,7
9,0.00,0.00,0.00,0.00,60.04,7
11,0.00,0.00,0.00,0.00,57.80,6
13,0.00,0.00,0.00,0.00,52.17,6
15,0.00,0.00,0.00,0.00,42.82,6
17,0.38,1.53,0.22,1.98,38.67,6
19,1.15,4.61,0.78,3.98,32.68,6
21,3.38,8.12,1.27,5.98,28.21,5
23,6.23,15.19,2.24,7.98,26.54,5
25,7.58,20.72,3.32,9.98,31.42,5
27,8.40,24.02,4.39,11.98,35.06,5
29,7.72,21.30,4.05,13.98,33.73,5
31,4.89,9.98,4.96,15.98,34.05,8
33,5.53,10.74,5.45,17.98,33.54,8
35,6.71,11.57,5.90,19.98,29.41,8
37,6.69,11.48,7.00,21.98,33.42,8
39,5.91,10.74,7.75,23.98,34.06,8
41,5.20,16.25,7.05,25.98,31.14,6
43,8.46,16.57,7.08,27.98,31.69,6
45,9.88,18.05,8.16,29.98,34.60,6
47,11.31,22.71,9.55,31.98,32.79,6
49,8.62,18.04,7.60,33.98,31.97,6
51,6.31,18.04,8.76,35.98,29.34,6
53,8.72,18.04,8.55,37.98,27.78,3
55,8.91,18.04,8.40,39.98,29.29,3
57,9.67,18.04,9.42,41.98,26.78,3
59,10.47,18.04,10.75,43.98,25.73,3
61,12.53,21.25,7.19,24.56,24.35,3
63,12.46,18.04,8.19,26.56,21.98,3
65,12.64,18.04,7.57,28.56,21.08,6
67,14.15,23.91,7.62,30.56,17.78,6
69,14.49,25.24,8.94,32.56,17.26,6
71,17.70,30.64,10.74,34.56,17.16,6
73,18.06,30.51,11.74,36.56,15.53,6
75,14.51,24.20,12.90,38.56,14.65,6
77,10.91,24.20,13.06,40.56,11.21,1
79,11.57,24.20,13.60,42.56,14.97,1
81,12.42,24.20,13.49,44.56,15.17,1
83,14.06,24.20,15.16,46.56,17.48,1
85,14.39,22.75,15.07,44.97,20.34,1
87,13.64,19.05,14.37,44.43,20.84,4
89,15.10,19.05,13.74,34.38,22.59,4
91,15.38,19.05,13.91,36.38,22.39,4
93,15.38,19.05,15.19,38.38,25.38,4
95,16.97,24.45,16.60,40.38,29.19,4
97,14.56,21.14,15.79,42.38,33.93,4
99,12.25,19.05,13.92,44.38,33.87,3
101,13.12,19.05,14.23,46.38,30.86,3
103,13.35,19.05,13.89,48.38,28.91,3
105,15.96,19.05,15.01,50.38,31.61,3
107,18.78,23.40,15.43,52.38,29.13,3
109,17.67,25.46,15.46,54.38,27.74,3
111,12.66,28.25,11.62,56.38,26.75,3
113,13.41,25.97,6.89,58.38,23.59,3
115,16.07,30.17,7.52,60.38,19.36,3
117,16.28,31.28,7.98,62.38,13.20,2
119,17.35,35.21,9.20,64.38,10.10,2
121,20.67,39.55,10.23,66.38,8.92,2
123,22.14,42.96,11.56,68.38,11.09,2
125,23.12,42.91,10.81,31.93,13.52,2
127,18.80,42.91,11.12,23.88,12.47,2
129,13.59,23.04,12.40,25.88,14.58,2
131,11.75,23.04,13.37,27.88,17.58,2
133,12.59,23.04,14.61,29.88,19.34,4
135,12.58,23.04,15.21,31.88,21.44,4
137,13.11,23.04,15.81,33.88,26.24,4
139,14.10,23.04,17.34,35.88,27.12,4
141,12.81,23.04,15.53,37.88,29.18,4
143,7.36,23.04,11.63,39.88,27.99,5
145,7.75,25.67,12.50,41.88,25.20,5
147,8.61,29.11,12.80,43.88,21.55,5
149,9.48,29.06,14.07,45.88,24.55,5
151,11.25,29.06,15.43,47.88,27.95,5
153,12.81,29.05,12.74,45.05,28.22,5
155,8.97,11.73,13.55,42.99,28.81,5
157,7.39,12.49,10.71,39.50,26.91,3
159,8.70,17.00,9.82,40.25,26.55,3
161,9.38,18.01,10.08,42.25,29.91,3
163,9.94,17.99,11.29,44.25,30.70,3
165,8.56,17.25,8.78,46.25,30.79,3
167,8.54,17.25,8.81,48.25,30.45,3
169,8.54,17.25,9.07,50.25,27.01,4
171,8.54,17.25,9.48,52.25,22.39,4
173,8.54,17.25,10.43,54.25,23.27,4
175,8.71,20.71,11.59,56.25,22.49,4
177,9.60,23.11,10.53,58.25,22.84,4
179,10.61,18.98,9.49,60.25,25.96,2
181,12.94,18.97,7.97,62.25,24.59,2
183,13.51,18.97,8.07,64.25,21.93,2
185,13.50,18.97,9.01,66.25,25.10,2
187,15.83,24.63,9.95,68.25,27.27,2
189,18.16,31.66,9.35,70.25,29.66,2
191,11.70,26.59,9.63,72.25,32.69,2
193,6.86,12.43,10.23,74.25,33.93,2
195,7.02,12.43,11.42,76.25,31.79,4
197,8.62,12.43,11.97,78.25,29.15,4
199,11.47,13.61,13.24,80.25,27.52,4
201,17.24,25.63,14.51,82.25,28.83,4
203,18.59,29.47,15.91,84.25,28.61,4
205,17.01,31.06,15.11,86.25,27.40,5
207,12.32,36.85,14.79,88.25,23.14,5
209,15.33,40.81,15.57,90.25,22.29,5
211,19.67,43.54,17.30,92.25,21.52,5
213,20.58,43.52,15.04,94.25,18.68,5
215,23.39,47.50,15.12,96.25,18.77,5
217,23.61,46.64,16.79,98.25,17.17,7
219,12.25,25.39,17.64,100.25,17.69,7
221,14.60,25.32,18.24,102.25,18.19,7
223,18.24,30.32,19.34,104.25,17.11,7
225,22.20,36.42,17.30,46.86,17.60,7
227,22.67,37.30,14.72,26.65,15.96,7
229,16.93,35.74,15.96,28.65,16.14,4
231,16.57,36.07,15.26,30.65,16.19,4
233,18.22,42.65,16.71,32.65,18.11,4
235,20.34,49.99,17.12,34.65,20.52,4
237,22.90,49.90,17.08,28.64,22.42,4
239,24.65,49.90,14.32,30.43,22.41,4
241,21.41,37.12,14.59,32.43,24.48,4
243,13.52,18.46,14.60,34.43,23.18,4
245,14.61,18.46,15.00,36.43,21.16,3
247,16.32,19.72,16.43,38.43,20.47,3
249,19.14,29.57,15.24,40.43,21.37,3
251,19.38,30.56,16.82,42.43,24.19,3
253,19.38,30.55,16.88,44.31,25.87,3
255,15.82,22.20,15.29,46.31,25.04,2
257,17.11,30.32,11.96,48.31,24.21,2
259,19.19,30.08,13.15,50.31,20.87,2
261,19.57,30.08,12.06,52.31,20.26,2
263,22.49,30.08,13.56,54.31,17.52,2
265,21.76,30.08,12.20,50.30,17.04,2
267,18.73,23.23,11.97,37.15,16.56,1
269,17.73,24.61,11.55,39.15,17.68,1
271,18.49,24.60,12.04,41.15,14.80,1
273,21.70,30.92,13.54,43.15,15.81,1
275,23.59,31.33,15.24,45.15,14.86,1
277,24.36,31.33,14.96,39.38,16.55,3
279,21.33,30.18,16.43,36.73,16.59,3
281,19.63,30.52,15.95,34.32,18.45,3
283,21.46,30.34,17.09,36.32,19.96,3
285,24.11,35.45,15.76,38.32,21.42,3
287,25.97,37.43,16.45,40.32,22.87,3
289,20.64,45.12,17.73,42.32,22.10,4
291,22.20,54.01,16.95,44.32,18.91,4
293,23.78,60.33,16.26,46.32,17.12,4
295,25.05,64.63,17.62,48.32,18.09,4
297,27.85,69.42,13.81,42.08,17.88,4
299,29.89,77.79,14.64,44.08,17.06,4
301,33.33,85.25,15.35,46.08,18.26,4
303,35.09,88.06,14.59,48.08,23.00,4
305,36.62,92.02,14.55,50.08,22.91,5
307,37.61,95.60,15.69,52.08,21.39,5
309,40.89,101.76,16.79,54.08,20.91,5
311,43.64,101.59,18.31,56.08,19.03,5
313,39.02,75.94,16.99,58.08,16.49,5
315,27.20,36.78,17.95,60.08,18.14,5
317,21.37,33.39,17.95,62.08,17.08,6
319,23.34,37.03,17.34,64.08,16.96,6
321,24.75,36.99,18.49,66.08,16.06,6
323,27.64,37.45,19.32,68.08,16.19,6
325,31.50,41.92,21.11,70.08,15.69,6
327,33.52,46.63,20.54,72.08,15.94,6
329,34.36,50.03,21.02,74.08,14.02,7
331,25.72,36.99,21.98,76.08,15.57,7
333,23.64,36.99,22.55,78.08,18.90,7
335,25.65,36.99,24.42,80.08,18.06,7
337,27.65,36.99,22.80,82.08,18.47,7
339,26.53,36.99,22.23,84.08,16.36,5
341,24.42,36.99,22.48,86.08,14.23,5
343,26.71,38.27,23.17,88.08,13.05,5
345,29.41,38.64,24.90,90.08,12.85,5
347,33.90,49.66,26.70,92.08,14.65,5
349,35.49,51.62,26.05,94.08,15.11,4
351,35.47,51.61,26.38,96.08,16.84,4
353,35.45,51.61,25.53,98.08,16.01,4
355,35.96,51.61,26.57,100.08,13.31,4
357,38.24,59.04,24.07,102.08,13.76,4
359,38.27,64.55,23.99,104.08,12.97,4
