time,phase
1.0,3.0
4.0,3.0
7.0,3.0
10.0,3.0
13.0,3.0
16.0,6.0
19.0,6.0
22.0,6.0
25.0,6.0
28.0,6.0
31.0,8.0
34.0,8.0
37.0,8.0
40.0,8.0
43.0,8.0
46.0,8.0
49.0,1.0
52.0,1.0
55.0,1.0
58.0,1.0
61.0,1.0
64.0,1.0
67.0,6.0
70.0,6.0
73.0,6.0
76.0,6.0
79.0,6.0
82.0,6.0
85.0,8.0
88.0,8.0
91.0,8.0
94.0,8.0
97.0,8.0
100.0,8.0
103.0,1.0
106.0,1.0
109.0,1.0
112.0,1.0
115.0,1.0
118.0,1.0
121.0,3.0
124.0,3.0
127.0,3.0
130.0,3.0
133.0,3.0
136.0,3.0
139.0,2.0
142.0,2.0
145.0,2.0
148.0,2.0
151.0,2.0
154.0,2.0
157.0,1.0
160.0,1.0
163.0,1.0
166.0,1.0
169.0,1.0
172.0,1.0
175.0,4.0
178.0,4.0
181.0,4.0
184.0,4.0
187.0,4.0
190.0,4.0
193.0,4.0
196.0,4.0
199.0,2.0
202.0,2.0
205.0,2.0
208.0,2.0
211.0,2.0
214.0,2.0
217.0,2.0
220.0,2.0
223.0,2.0
226.0,2.0
229.0,1.0
232.0,1.0
235.0,1.0
238.0,1.0
241.0,1.0
244.0,3.0
247.0,3.0
250.0,3.0
253.0,3.0
256.0,3.0
259.0,3.0
262.0,3.0
265.0,1.0
268.0,1.0
271.0,1.0
274.0,1.0
277.0,1.0
280.0,1.0
283.0,1.0
286.0,1.0
289.0,8.0
292.0,8.0
295.0,8.0
298.0,8.0
301.0,8.0
304.0,8.0
307.0,2.0
310.0,2.0
313.0,2.0
316.0,2.0
319.0,2.0
322.0,1.0
325.0,1.0
328.0,1.0
331.0,1.0
334.0,1.0
337.0,4.0
340.0,4.0
343.0,4.0
346.0,4.0
349.0,4.0
352.0,4.0
355.0,4.0
358.0,3.0
361.0,3.0
364.0,3.0
367.0,3.0
370.0,3.0
373.0,2.0
376.0,2.0
379.0,2.0
382.0,2.0
385.0,2.0
388.0,5.0
391.0,5.0
394.0,5.0
397.0,5.0
400.0,5.0
403.0,5.0
406.0,5.0
409.0,5.0
412.0,4.0
415.0,4.0
418.0,4.0
421.0,4.0
424.0,4.0
427.0,4.0
430.0,4.0
433.0,7.0
436.0,7.0
439.0,7.0
442.0,7.0
445.0,7.0
448.0,1.0
451.0,1.0
454.0,1.0
457.0,1.0
460.0,1.0
463.0,1.0
466.0,1.0
469.0,2.0
472.0,2.0
475.0,2.0
478.0,2.0
481.0,2.0
484.0,2.0
487.0,2.0
490.0,2.0
493.0,1.0
496.0,1.0
499.0,1.0
