time,calc_time
1.00,0.19
9.00,0.09
19.00,0.09
29.00,0.08
39.00,0.09
49.00,0.09
59.00,0.08
69.00,0.09
79.00,0.09
89.00,0.09
99.00,0.09
109.00,0.09
119.00,0.09
129.00,0.09
139.00,0.07
149.00,0.08
159.00,0.07
169.00,0.09
179.00,0.09
189.00,0.09
199.00,0.08
209.00,0.09
219.00,0.09
229.00,0.09
239.00,0.09
249.00,0.07
259.00,0.08
269.00,0.09
279.00,0.09
289.00,0.09
299.00,0.09
309.00,0.07
319.00,0.08
329.00,0.09
339.00,0.08
349.00,0.09
359.00,0.08
369.00,0.09
379.00,0.09
389.00,0.10
399.00,0.09
409.00,0.09
419.00,0.08
429.00,0.09
439.00,0.09
449.00,0.26
459.00,0.09
469.00,0.09
479.00,0.21
489.00,0.09
499.00,0.07
