time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,60.00
9,0.00,0.00,0.00,0.00,0.00,60.00
11,0.00,0.00,0.00,0.00,0.00,60.00
13,0.00,0.00,0.00,0.00,0.00,50.40
15,0.00,0.00,0.00,0.00,0.00,62.80
17,0.00,0.00,0.00,0.00,0.00,63.00
19,0.00,0.00,0.00,0.00,0.00,59.43
21,0.00,0.00,0.00,0.00,0.00,57.77
23,0.00,0.00,0.00,0.00,0.00,51.17
25,0.00,0.00,0.00,0.00,0.00,42.93
27,0.00,0.00,0.00,1.16,0.00,30.37
29,3.64,0.00,0.00,3.16,0.00,18.40
31,4.86,0.00,0.00,5.16,0.85,16.15
33,4.86,5.02,0.00,7.16,2.85,14.22
35,7.16,4.77,0.17,9.16,4.85,14.32
37,10.94,4.47,2.17,11.16,6.85,19.60
39,10.88,0.00,4.17,13.16,8.85,28.73
41,10.88,0.00,6.17,15.16,0.00,27.73
43,10.88,0.00,8.17,17.16,0.00,22.90
45,10.88,0.00,10.17,19.16,0.00,18.80
47,12.04,0.00,12.17,21.16,0.00,13.42
49,18.01,0.00,14.17,23.16,0.00,18.34
51,17.87,0.00,16.17,25.16,0.00,21.63
53,17.87,0.00,18.17,27.16,0.00,21.35
55,23.72,0.00,20.17,29.16,0.00,18.88
57,24.09,0.00,22.17,31.16,0.00,15.25
59,24.09,0.00,24.17,33.16,0.00,17.07
61,24.09,0.00,26.17,35.16,0.00,13.23
63,29.90,0.00,28.17,37.16,0.00,10.26
65,30.62,0.00,30.17,39.16,0.00,10.48
67,36.22,0.00,32.17,41.16,0.00,17.12
69,36.04,0.00,34.17,8.66,0.00,23.67
71,35.76,0.00,24.00,10.66,0.00,27.28
73,0.00,0.00,19.07,12.66,0.00,33.40
75,0.00,0.00,0.00,14.66,0.00,43.73
77,0.00,0.00,0.00,8.78,0.00,54.80
79,0.00,0.00,0.00,0.00,0.00,53.87
81,0.00,0.00,0.00,1.33,0.00,39.83
83,0.00,0.00,0.00,3.33,0.00,27.17
85,2.08,0.00,0.00,5.33,0.00,14.57
87,10.96,0.00,0.00,7.33,0.00,6.80
89,11.30,0.00,0.00,9.33,0.00,1.50
91,15.43,0.00,0.00,11.33,0.00,0.00
93,17.75,0.00,0.00,13.33,0.00,0.00
95,17.74,0.00,0.00,15.33,0.00,0.00
97,17.74,0.00,0.00,17.33,0.00,0.00
99,17.74,0.00,0.00,19.33,0.00,0.00
101,17.74,0.00,0.00,21.33,0.00,0.00
103,17.74,0.00,0.00,23.33,0.00,0.00
105,17.74,0.00,0.00,25.33,0.00,0.00
107,17.74,0.00,0.00,27.33,0.00,0.00
109,17.74,0.00,0.00,29.33,0.00,0.00
111,17.74,0.00,0.00,31.33,0.00,0.00
113,17.74,0.00,0.00,33.33,0.00,0.00
115,17.74,0.00,0.00,35.33,0.00,0.00
117,17.74,0.00,0.00,37.33,0.00,0.00
119,17.74,0.00,0.00,39.33,0.00,12.38
121,17.74,0.00,0.00,41.33,0.00,14.53
123,17.74,0.00,0.00,43.33,0.00,16.52
125,17.74,0.00,0.00,45.33,0.00,23.67
127,17.71,0.00,0.00,47.33,0.00,36.35
129,5.94,0.00,0.00,48.47,0.00,41.33
131,0.00,0.00,0.00,42.25,0.00,40.10
133,0.00,0.00,0.00,0.00,0.20,32.80
135,0.00,4.10,0.00,0.00,2.20,25.05
137,0.00,5.53,0.00,0.00,4.20,18.75
139,0.00,5.53,0.00,0.00,6.20,12.45
141,0.00,5.53,0.73,0.00,8.20,0.00
143,0.00,5.53,0.00,0.00,10.20,0.00
145,0.00,5.53,0.00,0.00,12.20,0.00
147,0.00,5.53,0.00,0.00,14.20,0.00
149,0.00,5.53,0.00,0.00,16.20,24.40
151,0.00,5.53,0.00,0.00,18.20,29.20
153,0.00,5.53,0.00,0.00,20.20,32.55
