time,queue_main,queue_right,queue_avg,queue_max,delay_direction_1,delay_direction_2,delay_direction_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.80
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.95
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.80
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.15
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.35
25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.30
27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00
29,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.26,0.46,0.77,3.90
31,2.98,0.00,1.49,2.98,2.40,0.00,0.00,0.80,1.44,2.40,24.75
33,4.67,0.00,2.34,4.67,4.40,0.00,0.00,1.47,2.64,4.40,38.60
35,4.67,0.00,2.33,4.67,6.40,0.00,0.00,2.13,3.84,6.40,42.27
37,4.67,0.00,2.33,4.67,8.40,0.00,0.00,2.80,5.04,8.40,42.80
39,4.67,0.00,2.33,4.67,10.40,0.00,0.00,3.47,6.24,10.40,39.10
41,3.03,0.00,1.52,3.03,12.40,0.00,0.00,4.13,7.44,12.40,53.17
43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.13
45,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.33,0.59,0.98,47.55
47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.07
49,0.00,3.23,1.62,3.23,0.00,0.00,1.48,0.49,0.30,1.48,46.47
51,0.00,4.28,2.14,4.28,0.00,0.00,3.48,1.16,0.70,3.48,46.22
53,0.00,4.28,2.14,4.28,0.00,0.05,5.48,1.84,1.11,5.48,36.20
55,0.00,4.28,2.14,4.28,0.00,0.00,7.48,2.49,1.50,7.48,28.07
57,0.00,4.28,2.14,4.28,0.00,0.00,9.48,3.16,1.90,9.48,13.10
59,0.27,4.28,2.27,4.28,0.00,0.00,11.48,3.83,2.30,11.48,14.88
61,4.73,6.44,5.59,6.44,1.12,0.00,13.48,4.87,3.37,13.48,20.97
63,4.54,10.06,7.30,10.06,3.12,0.00,15.48,6.20,4.97,15.48,33.45
65,4.54,0.42,2.48,4.54,5.12,0.00,5.20,3.44,4.11,5.20,44.05
67,4.54,0.00,2.27,4.54,7.12,0.00,0.00,2.37,4.27,7.12,43.17
69,4.04,0.00,2.02,4.04,9.12,0.00,0.00,3.04,5.47,9.12,51.10
71,0.00,0.00,0.00,0.00,11.12,0.00,0.00,3.71,6.67,11.12,46.07
