time,calc_time
1.00,0.16
9.00,0.05
19.00,0.07
29.00,0.06
39.00,0.06
49.00,0.07
59.00,0.07
69.00,0.07
79.00,0.06
89.00,0.07
99.00,0.07
109.00,0.06
119.00,0.07
129.00,0.06
139.00,0.06
149.00,0.05
159.00,0.07
169.00,0.06
179.00,0.07
189.00,0.06
199.00,0.07
209.00,0.06
219.00,0.06
229.00,0.06
239.00,0.07
249.00,0.07
259.00,0.05
269.00,0.07
279.00,0.07
289.00,0.06
299.00,0.08
309.00,0.07
319.00,0.07
329.00,0.08
339.00,0.07
349.00,0.07
359.00,0.07
369.00,0.06
379.00,0.07
389.00,0.06
399.00,0.07
409.00,0.07
419.00,0.06
429.00,0.07
439.00,0.06
449.00,0.07
459.00,0.07
469.00,0.06
479.00,0.08
489.00,0.05
499.00,0.07
509.00,0.05
519.00,0.06
529.00,0.05
539.00,0.06
549.00,0.19
559.00,0.08
569.00,0.07
579.00,0.07
589.00,0.07
599.00,0.06
609.00,0.06
619.00,0.06
629.00,0.06
639.00,0.06
649.00,0.06
659.00,0.07
669.00,0.06
679.00,0.07
689.00,0.06
699.00,0.06
709.00,0.07
719.00,0.06
729.00,0.07
739.00,0.07
749.00,0.08
759.00,0.06
769.00,0.08
779.00,0.06
789.00,0.07
799.00,0.06
809.00,0.06
819.00,0.06
829.00,0.06
839.00,0.06
849.00,0.06
859.00,0.06
869.00,0.06
879.00,0.05
889.00,0.06
899.00,0.06
909.00,0.06
919.00,0.06
929.00,0.07
939.00,0.07
949.00,0.07
959.00,0.07
969.00,0.07
979.00,0.07
989.00,0.06
999.00,0.08
