time,phase
1.0,1.0
3.0,1.0
5.0,1.0
7.0,1.0
9.0,1.0
11.0,1.0
13.0,1.0
15.0,1.0
17.0,1.0
19.0,1.0
21.0,1.0
23.0,1.0
25.0,2.0
27.0,2.0
29.0,2.0
31.0,2.0
33.0,2.0
35.0,2.0
37.0,2.0
39.0,1.0
41.0,1.0
43.0,1.0
45.0,1.0
47.0,2.0
49.0,2.0
51.0,2.0
53.0,2.0
55.0,6.0
57.0,6.0
59.0,6.0
61.0,6.0
63.0,7.0
65.0,7.0
67.0,7.0
69.0,7.0
71.0,2.0
73.0,2.0
75.0,2.0
77.0,2.0
79.0,7.0
81.0,7.0
83.0,7.0
85.0,7.0
87.0,2.0
89.0,2.0
91.0,2.0
93.0,2.0
95.0,2.0
97.0,2.0
99.0,2.0
101.0,2.0
103.0,2.0
105.0,1.0
107.0,1.0
109.0,1.0
111.0,1.0
113.0,1.0
115.0,1.0
117.0,6.0
119.0,6.0
121.0,6.0
123.0,6.0
125.0,6.0
127.0,6.0
129.0,7.0
131.0,7.0
133.0,7.0
135.0,7.0
137.0,2.0
139.0,2.0
141.0,2.0
143.0,2.0
145.0,2.0
147.0,2.0
149.0,5.0
151.0,5.0
153.0,5.0
155.0,5.0
157.0,5.0
159.0,5.0
161.0,5.0
163.0,5.0
165.0,4.0
167.0,4.0
169.0,4.0
171.0,4.0
173.0,4.0
175.0,4.0
177.0,2.0
179.0,2.0
181.0,2.0
183.0,2.0
185.0,2.0
187.0,2.0
189.0,7.0
191.0,7.0
193.0,7.0
195.0,7.0
197.0,1.0
199.0,1.0
201.0,1.0
203.0,1.0
205.0,1.0
207.0,1.0
209.0,1.0
211.0,1.0
213.0,1.0
215.0,1.0
217.0,6.0
219.0,6.0
221.0,6.0
223.0,6.0
225.0,6.0
227.0,6.0
229.0,3.0
231.0,3.0
233.0,3.0
235.0,3.0
237.0,3.0
239.0,3.0
241.0,3.0
243.0,3.0
245.0,2.0
247.0,2.0
249.0,2.0
251.0,2.0
253.0,2.0
255.0,2.0
257.0,2.0
259.0,2.0
261.0,2.0
263.0,2.0
265.0,1.0
267.0,1.0
269.0,1.0
271.0,1.0
273.0,1.0
275.0,1.0
277.0,1.0
279.0,1.0
281.0,1.0
283.0,1.0
285.0,1.0
287.0,1.0
289.0,2.0
291.0,2.0
293.0,2.0
295.0,2.0
297.0,2.0
299.0,4.0
301.0,4.0
303.0,4.0
305.0,4.0
307.0,4.0
309.0,2.0
311.0,2.0
313.0,2.0
315.0,2.0
317.0,2.0
319.0,2.0
321.0,2.0
323.0,2.0
325.0,8.0
327.0,8.0
329.0,8.0
331.0,8.0
