time,calc_time
1.00,0.18
9.00,0.10
19.00,0.10
29.00,0.10
39.00,0.10
49.00,0.09
59.00,0.09
69.00,0.09
79.00,0.09
89.00,0.10
99.00,0.09
109.00,0.09
119.00,0.09
129.00,0.10
139.00,0.09
149.00,0.09
159.00,0.08
169.00,0.09
179.00,0.08
189.00,0.08
199.00,0.10
209.00,0.10
219.00,0.10
229.00,0.09
239.00,0.09
249.00,0.09
259.00,0.09
269.00,0.07
279.00,0.09
289.00,0.09
299.00,0.09
309.00,0.09
319.00,0.09
329.00,0.10
339.00,0.09
349.00,0.09
359.00,0.08
369.00,0.09
379.00,0.08
389.00,0.09
399.00,0.09
409.00,0.09
419.00,0.09
429.00,0.07
439.00,0.09
449.00,0.09
459.00,0.07
469.00,0.09
479.00,0.09
489.00,0.10
499.00,0.09
509.00,0.09
519.00,0.09
529.00,0.08
539.00,0.39
549.00,0.09
559.00,0.09
569.00,0.09
579.00,0.08
589.00,0.09
599.00,0.09
609.00,0.10
619.00,0.10
629.00,0.09
639.00,0.09
649.00,0.09
659.00,0.09
669.00,0.09
679.00,0.10
689.00,0.09
699.00,0.09
709.00,0.10
719.00,0.09
729.00,0.09
739.00,0.09
749.00,0.09
759.00,0.09
769.00,0.07
779.00,0.09
789.00,0.08
799.00,0.09
809.00,0.10
819.00,0.09
829.00,0.08
839.00,0.10
849.00,0.09
859.00,0.09
869.00,0.09
879.00,0.10
889.00,0.08
899.00,0.09
909.00,0.09
919.00,0.09
929.00,0.07
939.00,0.09
949.00,0.09
959.00,0.08
969.00,0.09
979.00,0.08
989.00,0.09
999.00,0.09
