time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.33,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.72,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.99,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.10,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.42,0.00
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.55,0.00
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.22,0.00
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.62,0.00
25,1.11,0.00,0.56,1.11,0.00,1.87,0.00,0.62,0.80,1.87,37.15,0.00
27,8.58,0.00,4.29,8.58,0.00,3.87,1.11,1.66,2.14,3.87,37.26,1.00
29,11.66,0.00,5.83,11.66,0.00,5.87,1.33,2.40,3.09,5.87,36.28,1.00
31,11.64,0.00,5.82,11.64,0.00,7.87,0.00,2.62,3.37,7.87,36.95,0.00
33,11.64,0.00,5.82,11.64,0.00,9.87,1.42,3.76,4.84,9.87,36.38,1.00
35,11.64,0.00,5.82,11.64,0.00,11.87,0.00,3.96,5.09,11.87,33.75,0.00
37,8.97,0.00,4.49,8.97,0.00,13.87,0.00,4.62,5.95,13.87,37.33,1.00
39,0.00,0.00,0.00,0.00,0.00,14.67,0.00,4.89,6.29,14.67,40.03,1.00
41,0.00,0.00,0.00,0.00,0.00,5.41,1.51,2.31,2.97,5.41,44.92,1.00
43,0.00,2.51,1.26,2.51,0.00,6.24,3.51,3.25,4.18,6.24,41.74,1.00
45,0.00,5.09,2.54,5.09,0.00,0.00,5.51,1.84,2.36,5.51,40.51,0.00
47,0.00,0.00,0.00,0.00,1.54,0.00,7.51,3.02,3.44,7.51,41.39,1.00
49,3.04,0.00,1.52,3.04,3.54,0.00,3.32,2.29,1.93,3.54,41.39,1.00
