time,phase
1.0,1.0
3.0,1.0
5.0,1.0
7.0,1.0
9.0,1.0
11.0,1.0
13.0,4.0
15.0,4.0
17.0,4.0
19.0,4.0
21.0,6.0
23.0,6.0
25.0,6.0
27.0,6.0
29.0,7.0
31.0,7.0
33.0,7.0
35.0,7.0
37.0,7.0
39.0,7.0
41.0,4.0
43.0,4.0
45.0,4.0
47.0,4.0
49.0,3.0
51.0,3.0
53.0,3.0
55.0,3.0
57.0,4.0
59.0,4.0
61.0,4.0
63.0,4.0
65.0,6.0
67.0,6.0
69.0,6.0
71.0,6.0
73.0,1.0
75.0,1.0
77.0,1.0
79.0,1.0
81.0,1.0
83.0,8.0
85.0,8.0
87.0,8.0
89.0,8.0
91.0,6.0
93.0,6.0
95.0,6.0
97.0,6.0
99.0,3.0
101.0,3.0
103.0,3.0
105.0,3.0
107.0,2.0
109.0,2.0
111.0,2.0
113.0,2.0
115.0,2.0
117.0,2.0
119.0,2.0
121.0,3.0
123.0,3.0
125.0,3.0
127.0,3.0
129.0,3.0
131.0,4.0
133.0,4.0
135.0,4.0
137.0,4.0
139.0,2.0
141.0,2.0
143.0,2.0
145.0,2.0
147.0,2.0
149.0,2.0
151.0,2.0
153.0,14.0
155.0,14.0
157.0,14.0
159.0,14.0
161.0,1.0
163.0,1.0
165.0,1.0
167.0,1.0
169.0,1.0
171.0,1.0
173.0,13.0
175.0,13.0
177.0,13.0
179.0,13.0
181.0,13.0
183.0,13.0
185.0,7.0
187.0,7.0
189.0,7.0
191.0,7.0
193.0,7.0
195.0,7.0
197.0,2.0
199.0,2.0
201.0,2.0
203.0,2.0
205.0,2.0
207.0,2.0
209.0,2.0
211.0,2.0
213.0,2.0
215.0,4.0
217.0,4.0
219.0,4.0
221.0,4.0
223.0,5.0
225.0,5.0
227.0,5.0
229.0,5.0
231.0,5.0
233.0,5.0
235.0,5.0
237.0,5.0
239.0,4.0
241.0,4.0
243.0,4.0
245.0,4.0
247.0,2.0
249.0,2.0
251.0,2.0
253.0,2.0
255.0,2.0
257.0,2.0
259.0,2.0
261.0,2.0
263.0,2.0
265.0,2.0
267.0,4.0
269.0,4.0
271.0,4.0
273.0,4.0
275.0,7.0
277.0,7.0
279.0,7.0
281.0,7.0
283.0,7.0
285.0,8.0
287.0,8.0
289.0,8.0
291.0,8.0
293.0,8.0
295.0,8.0
297.0,5.0
299.0,5.0
301.0,5.0
303.0,5.0
305.0,5.0
307.0,5.0
309.0,5.0
311.0,5.0
313.0,2.0
315.0,2.0
317.0,2.0
319.0,2.0
321.0,2.0
323.0,2.0
325.0,2.0
327.0,7.0
329.0,7.0
331.0,7.0
