time,calc_time
1.00,0.22
9.00,0.10
19.00,0.10
29.00,0.10
39.00,0.10
49.00,0.09
59.00,0.09
69.00,0.10
79.00,0.10
89.00,0.10
99.00,0.11
109.00,0.08
119.00,0.08
129.00,0.35
139.00,0.10
149.00,0.10
159.00,0.11
169.00,0.10
179.00,0.11
189.00,0.10
199.00,0.08
209.00,0.11
219.00,0.10
229.00,0.08
239.00,0.09
249.00,0.09
259.00,0.09
269.00,0.10
279.00,0.09
289.00,0.10
299.00,0.09
309.00,0.07
319.00,0.09
329.00,0.09
339.00,0.07
349.00,0.09
359.00,0.09
369.00,0.09
379.00,0.07
389.00,0.10
399.00,0.10
409.00,0.10
419.00,0.09
429.00,0.09
439.00,0.10
449.00,0.10
459.00,0.09
469.00,0.22
479.00,0.09
489.00,0.12
499.00,0.09
509.00,0.09
519.00,0.10
529.00,0.09
539.00,0.09
549.00,0.10
559.00,0.09
569.00,0.10
579.00,0.12
589.00,0.08
599.00,0.09
609.00,0.09
619.00,0.09
629.00,0.08
639.00,0.08
649.00,0.19
659.00,0.11
669.00,0.11
679.00,0.09
689.00,0.10
699.00,0.10
709.00,0.10
719.00,0.10
729.00,0.10
739.00,0.09
749.00,0.08
759.00,0.09
769.00,0.09
779.00,0.10
789.00,0.10
799.00,0.10
809.00,0.08
819.00,0.10
829.00,0.10
839.00,0.10
849.00,0.11
859.00,0.11
869.00,0.11
879.00,0.10
889.00,0.09
899.00,0.09
909.00,0.10
919.00,0.10
929.00,0.10
939.00,0.11
949.00,0.10
959.00,0.27
969.00,0.08
979.00,0.10
989.00,0.10
999.00,0.10
