time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,60.00,1
5,0.00,0.00,0.00,0.00,47.45,1
7,0.00,0.00,0.00,0.00,57.55,1
9,0.00,0.00,0.00,0.00,57.90,1
11,0.00,0.00,0.00,0.00,60.30,1
13,0.00,0.00,0.00,0.00,57.56,1
15,0.00,0.00,0.00,0.00,58.47,1
17,0.00,0.00,0.10,0.50,57.76,1
19,0.00,0.00,0.01,0.41,57.68,1
21,0.00,0.00,0.09,2.41,58.25,1
23,0.00,0.00,0.11,0.96,53.85,4
25,0.00,0.00,0.00,0.00,48.61,4
27,0.00,0.00,0.15,1.16,41.36,4
29,1.29,3.64,0.41,3.16,36.43,4
31,3.34,5.56,1.27,5.16,31.97,1
33,3.95,5.47,2.11,7.16,30.59,1
35,6.90,14.98,3.13,9.16,29.77,1
37,9.76,17.32,4.30,11.16,31.62,1
39,8.85,17.28,5.76,13.16,33.23,1
41,6.81,10.88,4.78,15.16,33.85,1
43,6.04,10.88,5.39,17.16,32.93,1
45,7.21,11.75,5.03,19.16,34.11,2
47,9.28,13.53,6.10,21.16,30.86,2
49,10.89,17.93,6.65,23.16,31.88,2
51,12.53,18.55,7.83,25.16,32.04,2
53,7.76,17.97,5.83,24.46,31.25,2
55,5.01,17.90,5.54,26.46,28.96,1
57,7.05,22.62,4.66,28.46,26.96,1
59,7.59,24.84,5.71,30.46,24.60,1
61,10.86,29.68,7.00,32.46,23.31,1
63,11.64,29.74,8.07,34.46,21.54,1
65,9.47,31.53,8.22,36.46,21.23,1
67,12.08,31.53,8.12,38.46,22.03,1
69,14.91,31.53,8.84,40.46,25.67,2
71,15.41,31.53,10.36,42.46,23.65,2
73,16.92,31.53,9.29,44.46,23.32,2
75,18.57,31.53,10.66,46.46,25.13,2
77,18.23,34.73,10.24,48.46,27.47,2
79,16.74,35.44,10.35,50.46,26.29,2
81,9.15,31.53,10.02,52.46,23.49,3
83,9.82,32.83,10.29,54.46,22.10,3
85,11.81,37.41,10.83,56.46,24.19,3
87,10.59,37.29,12.13,58.46,23.60,3
89,10.59,37.29,11.99,45.80,22.96,3
91,10.93,37.13,12.89,41.64,21.53,3
93,12.33,37.09,13.95,37.17,21.23,1
95,15.55,42.97,15.02,32.85,17.57,1
97,17.89,42.78,15.27,34.85,15.19,1
99,21.97,42.78,16.84,36.85,14.94,1
101,22.96,42.78,16.21,38.85,15.27,1
103,24.71,45.47,17.00,40.85,16.74,1
105,22.43,53.89,18.21,42.85,18.23,2
107,18.24,57.91,18.08,44.85,18.80,2
109,18.20,57.83,15.96,46.85,18.07,2
111,18.02,57.83,17.22,48.85,16.70,2
113,20.34,60.33,13.73,50.85,16.66,2
115,23.68,66.29,14.48,52.85,15.88,2
117,25.18,70.01,14.42,54.85,17.65,2
119,25.86,69.93,15.06,56.85,21.85,2
121,27.16,69.87,16.12,58.85,22.03,2
123,14.95,37.25,16.64,60.85,22.90,2
125,15.98,41.59,17.89,62.85,20.56,1
127,18.58,51.97,18.37,64.85,19.24,1
129,19.74,55.68,15.33,66.85,16.13,1
131,20.91,55.62,16.29,68.85,14.46,1
133,20.88,55.62,17.68,70.85,13.76,1
135,26.41,66.58,18.49,72.85,13.93,1
137,27.34,69.10,17.94,74.85,15.22,1
139,28.20,72.53,17.47,76.85,14.58,1
141,29.93,79.48,18.22,78.85,15.38,1
143,30.70,82.57,18.89,80.85,17.52,1
145,30.57,82.04,19.93,82.85,16.26,1
147,17.86,31.19,19.47,84.85,20.00,1
149,17.86,31.19,20.82,86.85,24.62,1
151,17.86,31.19,21.17,88.85,25.67,1
153,17.86,31.19,21.42,90.85,24.39,4
155,17.86,31.19,22.79,92.85,24.06,4
157,19.72,34.86,23.25,94.85,25.00,4
159,20.17,38.17,24.69,96.85,22.20,4
161,21.22,42.59,22.52,78.12,21.09,3
163,21.18,42.43,22.78,80.12,18.06,3
165,22.32,39.93,23.26,82.12,17.61,3
