time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,47.80
9,0.00,0.00,0.00,0.00,0.00,56.90
11,0.00,0.00,0.00,0.00,0.00,63.10
13,0.00,0.00,0.00,0.00,0.00,62.30
15,0.00,0.00,0.00,0.00,0.00,61.10
17,0.00,0.00,0.00,0.00,0.00,45.70
19,0.00,0.00,0.00,0.00,0.00,24.25
21,0.00,0.00,0.00,0.77,0.00,20.43
23,4.19,0.00,0.00,2.77,0.00,17.77
25,11.02,0.00,0.00,4.77,0.00,31.70
27,6.83,0.00,0.00,6.77,0.00,55.70
29,0.00,0.00,0.00,7.34,0.00,50.70
31,0.00,0.00,0.00,0.00,0.00,50.00
33,0.00,0.00,0.00,0.00,0.00,45.60
35,0.00,0.00,0.00,0.00,0.99,40.80
37,0.00,0.00,0.00,0.00,2.99,32.90
39,0.00,1.77,0.00,0.00,4.99,30.57
41,0.00,11.02,0.00,0.00,6.99,26.50
43,0.00,10.74,0.00,0.85,8.99,22.70
45,3.85,10.74,0.00,2.85,10.99,28.33
47,4.48,10.74,0.00,4.85,12.99,25.18
49,4.48,10.74,0.00,6.85,14.99,20.50
51,4.48,10.74,0.00,8.85,16.99,23.12
53,4.48,13.57,0.00,10.85,18.99,23.62
55,4.48,16.60,0.00,12.85,20.99,20.02
57,4.48,16.57,0.00,14.85,22.99,27.92
59,4.48,14.56,0.00,16.85,24.99,29.62
61,4.48,0.00,0.00,18.85,4.97,31.07
63,4.48,0.00,0.00,20.85,6.97,32.77
65,4.48,0.00,0.00,22.85,0.00,40.43
67,7.96,0.00,0.00,24.85,0.00,37.20
69,11.01,0.00,0.00,26.85,0.22,33.87
71,10.99,0.00,0.00,28.85,2.22,32.86
73,10.99,3.10,0.00,30.85,4.22,31.75
75,10.99,4.36,0.00,32.85,6.22,27.79
77,10.99,4.06,0.00,34.85,8.22,25.59
79,10.99,0.00,0.00,36.85,10.22,27.07
81,10.99,0.00,0.00,38.85,4.28,24.30
83,10.99,0.00,0.00,40.85,4.68,23.83
85,10.99,0.00,0.00,42.85,6.11,20.18
87,16.25,0.00,0.00,44.85,0.00,18.80
89,23.94,0.00,1.67,46.85,0.00,25.00
91,23.77,0.00,3.67,48.85,1.83,26.06
93,21.10,2.88,5.67,28.04,3.83,26.07
95,0.00,5.31,7.67,10.11,5.83,20.80
97,0.00,5.28,9.67,0.00,7.83,17.63
99,0.00,10.98,0.00,0.00,9.83,29.25
101,0.00,12.07,0.00,0.00,11.83,25.58
103,0.00,12.06,0.00,1.46,13.83,20.30
105,0.00,12.06,0.00,3.46,15.83,22.66
107,4.36,12.06,0.00,5.46,17.83,19.46
109,4.55,12.06,0.00,7.46,19.83,15.78
111,4.55,12.06,0.00,9.46,21.83,13.00
113,4.55,17.28,0.00,11.46,23.83,11.62
115,4.55,18.70,0.00,13.46,25.83,7.22
117,4.55,18.70,0.00,15.46,27.83,4.83
119,4.55,18.68,0.00,17.46,29.83,9.85
121,4.55,6.33,0.00,19.46,24.57,7.95
123,4.55,0.00,0.00,21.46,12.80,15.70
125,4.55,0.00,0.00,23.46,5.51,26.05
127,4.55,0.00,0.00,25.46,0.00,27.95
129,4.47,0.00,0.00,27.46,0.00,52.65
131,0.00,0.00,0.00,29.46,0.00,57.67
133,0.00,0.00,0.00,0.00,0.00,58.55
135,0.00,0.00,0.00,0.00,0.00,56.10
137,0.00,0.00,0.00,0.00,0.00,53.10
139,0.00,0.00,0.00,0.00,0.00,51.62
141,0.00,0.00,0.81,0.00,0.00,45.20
143,0.00,0.00,0.00,0.00,0.15,36.28
145,0.00,2.35,0.00,0.27,2.15,29.70
147,2.86,5.37,0.00,2.27,4.15,24.35
149,10.68,5.32,0.00,4.27,6.15,30.37
151,16.83,5.32,0.00,6.27,8.15,32.82
153,6.31,5.32,0.00,6.91,10.15,35.48
