time,calc_time
1.00,0.17
9.00,0.08
19.00,0.06
29.00,0.06
39.00,0.07
49.00,0.08
59.00,0.07
69.00,0.07
79.00,0.06
89.00,0.08
99.00,0.06
109.00,0.06
119.00,0.07
129.00,0.07
139.00,0.07
149.00,0.07
159.00,0.06
169.00,0.06
179.00,0.07
189.00,0.07
199.00,0.07
209.00,0.07
219.00,0.06
229.00,0.07
239.00,0.07
249.00,0.08
259.00,0.07
269.00,0.07
279.00,0.07
289.00,0.07
299.00,0.07
309.00,0.07
319.00,0.07
329.00,0.06
339.00,0.07
349.00,0.07
359.00,0.07
369.00,0.07
379.00,0.07
389.00,0.06
399.00,0.06
409.00,0.07
419.00,0.07
429.00,0.08
439.00,0.06
449.00,0.07
459.00,0.07
469.00,0.07
479.00,0.07
489.00,0.07
499.00,0.06
509.00,0.07
519.00,0.07
529.00,0.06
539.00,0.24
549.00,0.07
559.00,0.06
569.00,0.06
579.00,0.07
589.00,0.06
599.00,0.06
609.00,0.07
619.00,0.06
629.00,0.07
639.00,0.07
649.00,0.07
659.00,0.07
669.00,0.07
679.00,0.08
689.00,0.06
699.00,0.08
709.00,0.06
719.00,0.06
729.00,0.06
739.00,0.07
749.00,0.07
759.00,0.07
769.00,0.07
779.00,0.22
789.00,0.07
799.00,0.07
809.00,0.07
819.00,0.06
829.00,0.08
839.00,0.07
849.00,0.06
859.00,0.07
869.00,0.07
879.00,0.06
889.00,0.06
899.00,0.08
909.00,0.06
919.00,0.07
929.00,0.06
939.00,0.07
949.00,0.06
959.00,0.06
969.00,0.08
979.00,0.06
989.00,0.06
999.00,0.07
