time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.66,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.39,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.73,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.14,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.14,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.60,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.19,0.00
19,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.17,0.21,0.50,28.00,0.00
21,3.10,0.00,1.55,3.10,0.00,2.50,0.00,0.83,1.07,2.50,30.22,0.00
23,4.76,0.00,2.38,4.76,0.00,4.50,0.00,1.50,1.93,4.50,32.03,0.00
25,4.75,0.00,2.37,4.75,0.00,6.50,0.00,2.17,2.78,6.50,38.81,0.00
27,4.75,0.00,2.37,4.75,0.00,8.50,0.00,2.83,3.64,8.50,38.28,0.00
29,4.75,0.00,2.37,4.75,0.00,10.50,0.00,3.50,4.50,10.50,36.33,0.00
31,4.75,0.00,2.37,4.75,0.00,12.50,0.00,4.17,5.36,12.50,33.80,0.00
33,4.75,0.00,2.37,4.75,0.00,14.50,0.59,5.03,6.30,14.50,35.78,0.00
35,4.75,4.77,4.76,4.77,0.00,16.50,2.59,6.36,7.44,16.50,39.48,0.00
37,4.75,4.74,4.74,4.75,0.00,18.50,4.59,7.70,8.58,18.50,36.03,0.00
39,4.75,4.74,4.74,4.75,0.00,20.50,6.59,9.03,9.73,20.50,30.68,0.00
41,9.51,4.74,7.13,9.51,0.00,22.50,8.59,10.36,10.87,22.50,27.55,0.00
43,10.08,4.74,7.41,10.08,0.00,24.50,10.59,11.70,12.01,24.50,24.38,1.00
45,0.00,4.74,2.37,4.74,0.00,6.81,12.59,6.47,4.72,12.59,23.35,1.00
47,0.00,4.74,2.37,4.74,0.00,5.27,14.59,6.62,4.34,14.59,24.67,1.00
49,0.00,4.74,2.37,4.74,0.00,3.51,16.59,6.70,3.88,16.59,30.34,1.00
