time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.05,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.75,0.00
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.95,0.00
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.42,0.00
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.46,0.00
25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.75,0.00
27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.44,0.00
29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.09,0.00
31,0.00,0.00,0.00,0.00,0.00,1.39,0.00,0.46,0.60,1.39,39.40,0.00
33,5.15,0.00,2.57,5.15,0.00,3.39,0.00,1.13,1.45,3.39,33.53,0.00
35,5.63,0.00,2.82,5.63,0.00,5.39,0.00,1.80,2.31,5.39,25.42,0.00
37,11.83,0.00,5.91,11.83,0.00,7.39,1.04,2.81,3.61,7.39,21.76,1.00
39,11.64,0.00,5.82,11.64,0.00,9.39,1.26,3.55,4.56,9.39,23.20,1.00
41,11.64,0.00,5.82,11.64,0.00,11.39,0.00,3.80,4.88,11.39,22.66,0.00
43,11.64,0.00,5.82,11.64,0.00,13.39,1.34,4.91,6.31,13.39,29.06,1.00
45,11.64,0.00,5.82,11.64,0.00,15.39,0.00,5.13,6.60,15.39,31.05,0.00
47,11.64,0.00,5.82,11.64,0.00,17.39,0.00,5.80,7.45,17.39,36.85,0.00
49,11.64,0.00,5.82,11.64,0.00,19.39,0.00,6.46,8.31,19.39,34.45,0.00
