time,phase
1.0,1.0
3.0,1.0
5.0,1.0
7.0,1.0
9.0,1.0
11.0,1.0
13.0,5.0
15.0,5.0
17.0,5.0
19.0,5.0
21.0,5.0
23.0,5.0
25.0,5.0
27.0,5.0
29.0,4.0
31.0,4.0
33.0,4.0
35.0,4.0
37.0,1.0
39.0,1.0
41.0,1.0
43.0,1.0
45.0,5.0
47.0,5.0
49.0,5.0
51.0,5.0
53.0,3.0
55.0,3.0
57.0,3.0
59.0,3.0
61.0,4.0
63.0,4.0
65.0,4.0
67.0,4.0
69.0,3.0
71.0,3.0
73.0,3.0
75.0,3.0
77.0,1.0
79.0,1.0
81.0,1.0
83.0,1.0
85.0,4.0
87.0,4.0
89.0,4.0
91.0,4.0
93.0,5.0
95.0,5.0
97.0,5.0
99.0,5.0
101.0,5.0
103.0,7.0
105.0,7.0
107.0,7.0
109.0,7.0
111.0,2.0
113.0,2.0
115.0,2.0
117.0,2.0
119.0,7.0
121.0,7.0
123.0,7.0
125.0,7.0
127.0,5.0
129.0,5.0
131.0,5.0
133.0,5.0
135.0,5.0
137.0,5.0
139.0,5.0
141.0,5.0
143.0,5.0
145.0,6.0
147.0,6.0
149.0,6.0
151.0,6.0
153.0,6.0
155.0,6.0
157.0,6.0
159.0,8.0
161.0,8.0
163.0,8.0
165.0,8.0
167.0,3.0
169.0,3.0
171.0,3.0
173.0,3.0
175.0,2.0
177.0,2.0
179.0,2.0
181.0,2.0
183.0,5.0
185.0,5.0
187.0,5.0
189.0,5.0
191.0,5.0
193.0,6.0
195.0,6.0
197.0,6.0
199.0,6.0
201.0,1.0
203.0,1.0
205.0,1.0
207.0,1.0
209.0,1.0
211.0,1.0
213.0,1.0
215.0,1.0
217.0,1.0
219.0,1.0
221.0,7.0
223.0,7.0
225.0,7.0
227.0,7.0
229.0,6.0
231.0,6.0
233.0,6.0
235.0,6.0
237.0,3.0
239.0,3.0
241.0,3.0
243.0,3.0
245.0,8.0
247.0,8.0
249.0,8.0
251.0,8.0
253.0,5.0
255.0,5.0
257.0,5.0
259.0,5.0
261.0,5.0
263.0,6.0
265.0,6.0
267.0,6.0
269.0,6.0
271.0,6.0
273.0,6.0
275.0,6.0
277.0,1.0
279.0,1.0
281.0,1.0
283.0,1.0
285.0,3.0
287.0,3.0
289.0,3.0
291.0,3.0
293.0,2.0
295.0,2.0
297.0,2.0
299.0,2.0
301.0,2.0
303.0,2.0
305.0,4.0
307.0,4.0
309.0,4.0
311.0,4.0
313.0,1.0
315.0,1.0
317.0,1.0
319.0,1.0
321.0,2.0
323.0,2.0
325.0,2.0
327.0,2.0
329.0,2.0
331.0,2.0
