time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,60.00,1
5,0.00,0.00,0.00,0.00,47.49,1
7,0.00,0.00,0.00,0.00,57.55,1
9,0.00,0.00,0.00,0.00,57.89,1
11,0.00,0.00,0.00,0.00,60.32,1
13,0.00,0.00,0.00,0.00,57.59,1
15,0.00,0.00,0.00,0.00,58.48,1
17,0.00,0.00,0.04,0.50,57.73,1
19,0.00,0.00,0.03,0.41,57.68,1
21,0.00,0.00,0.20,2.41,58.13,3
23,0.00,0.00,0.08,0.95,54.02,3
25,0.00,0.00,0.11,1.31,46.46,3
27,0.07,0.26,0.37,3.31,39.56,3
29,2.08,4.68,0.76,5.31,31.40,3
31,4.13,9.27,1.39,7.31,26.66,3
33,7.08,17.47,2.23,9.31,26.06,3
35,10.87,21.05,3.24,11.31,26.47,3
37,13.03,23.84,4.41,13.31,25.75,3
39,13.18,24.52,5.68,15.31,24.46,3
41,15.86,30.14,7.02,17.31,23.43,2
43,17.52,29.95,8.35,19.31,21.85,2
45,18.98,29.95,9.68,21.31,20.77,2
47,19.34,37.70,11.17,23.31,18.90,2
49,18.29,45.08,10.48,25.31,18.85,2
51,20.29,53.06,10.26,27.31,18.30,2
53,24.46,62.68,10.62,29.31,18.00,4
55,26.45,70.91,11.74,31.31,16.57,4
57,28.68,80.10,12.62,33.31,18.05,4
59,29.16,83.62,13.29,30.41,17.53,4
61,32.51,87.50,11.91,32.41,15.78,1
63,32.43,87.46,12.49,34.41,13.21,1
65,35.29,94.21,13.66,36.41,12.56,1
67,37.37,93.93,14.89,38.41,15.65,1
69,42.11,93.93,14.49,36.14,21.28,1
71,43.56,93.93,14.61,38.14,20.42,1
73,45.04,93.93,14.00,30.13,18.70,1
75,37.97,94.23,13.14,29.89,17.09,1
77,38.32,101.02,13.02,31.89,17.01,1
79,39.02,102.71,12.76,33.89,19.64,1
81,19.18,35.80,12.09,35.89,21.19,1
83,20.50,35.80,11.28,37.89,21.56,3
85,21.50,35.80,11.72,39.89,21.04,3
87,23.30,35.80,13.05,41.89,19.15,3
89,23.18,35.80,14.39,43.89,16.11,3
91,25.59,44.21,14.51,41.27,13.11,3
93,26.85,53.95,14.25,37.07,11.73,3
95,30.76,63.33,14.69,37.46,12.52,2
97,32.36,69.62,14.13,39.46,9.54,2
99,33.33,72.12,15.03,41.46,8.85,2
101,42.02,89.82,16.19,43.46,10.56,2
103,43.71,95.63,16.44,38.58,13.12,2
105,45.50,101.06,16.43,40.58,14.86,4
107,39.78,100.94,16.53,39.42,13.25,4
109,39.58,100.94,17.01,41.42,10.03,4
111,42.68,103.10,18.29,43.42,9.46,4
113,47.49,109.71,19.63,45.42,10.02,1
115,49.83,113.10,20.51,47.42,8.63,1
117,51.50,113.04,21.68,49.42,9.23,1
119,53.05,112.87,22.85,51.42,13.25,1
121,55.48,111.41,23.07,47.18,14.13,1
123,56.56,109.84,23.01,49.18,15.68,1
125,47.93,113.86,24.02,51.18,15.16,1
127,50.77,113.81,24.45,53.18,14.66,1
129,53.80,113.81,23.76,55.18,11.59,1
131,56.32,114.59,24.66,57.18,10.41,1
133,59.08,125.34,25.06,59.18,10.48,1
135,59.57,127.28,23.97,61.18,8.86,1
137,61.70,135.80,25.10,63.18,8.76,1
139,62.61,139.46,25.79,65.18,9.59,1
141,64.95,145.91,26.98,67.18,7.92,3
143,68.13,154.85,28.14,69.18,6.43,3
145,70.58,164.72,29.19,71.18,8.31,3
147,70.52,164.49,29.00,71.05,9.90,3
149,72.18,171.10,28.34,73.05,12.55,3
151,72.21,171.21,29.03,75.05,13.21,2
153,72.29,171.19,30.23,77.05,12.64,2
155,74.25,170.79,30.97,79.05,11.59,2
157,78.65,175.46,32.47,81.05,13.25,2
159,64.67,125.77,32.27,70.18,13.92,2
161,40.41,127.37,27.57,69.84,13.21,2
163,42.19,136.48,25.07,71.84,12.70,2
