time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,60.00
9,0.00,0.00,0.00,0.00,0.00,60.00
11,0.00,0.00,0.00,0.00,0.00,60.00
13,0.00,0.00,0.00,0.00,0.00,45.80
15,0.00,0.00,0.00,0.00,0.00,55.95
17,0.00,0.00,0.00,0.00,0.00,58.80
19,0.00,0.00,0.00,0.00,0.00,59.00
21,0.00,0.00,0.00,0.00,0.00,57.15
23,0.00,0.00,0.00,0.00,0.00,48.35
25,0.00,0.00,0.00,0.00,0.00,36.30
27,0.00,0.00,0.00,0.00,0.00,28.00
29,0.00,0.00,0.77,0.00,0.00,60.00
31,0.00,0.00,0.97,0.00,0.00,49.50
33,0.00,0.00,0.00,0.00,0.00,57.90
35,0.00,0.00,0.00,0.00,0.00,63.40
37,0.00,0.00,0.00,0.00,0.00,64.20
39,0.00,0.00,0.00,0.00,0.00,58.40
41,0.00,0.00,0.00,0.00,0.00,53.40
43,0.00,0.00,0.00,0.00,0.00,42.10
45,0.00,0.00,0.00,0.00,0.00,47.60
47,0.00,0.00,1.50,0.00,0.00,46.38
49,0.00,3.01,0.00,0.00,1.47,46.80
51,0.00,4.28,0.00,0.00,3.47,47.28
53,0.00,4.28,0.00,0.05,5.47,36.20
55,0.00,4.28,0.00,0.00,7.47,27.27
57,0.00,4.28,0.00,0.00,9.47,13.43
59,0.00,4.28,0.00,0.00,11.47,15.20
61,4.11,6.86,1.12,0.00,13.47,14.92
63,4.54,11.14,3.12,0.00,15.47,23.22
65,4.54,11.08,5.12,0.00,17.47,29.40
67,4.54,11.08,7.12,0.00,19.47,28.80
69,4.54,11.08,9.12,0.00,21.47,30.82
71,4.54,9.06,11.12,0.00,23.47,27.84
73,4.54,0.00,13.12,0.00,12.99,31.23
75,10.31,0.00,15.12,0.00,0.00,33.03
77,11.42,0.00,17.12,0.00,0.00,30.90
79,16.98,0.00,19.12,0.00,0.00,27.51
81,17.66,0.00,21.12,0.00,0.83,31.80
83,17.64,4.30,23.12,0.00,2.83,36.04
85,7.57,5.04,11.66,0.00,4.83,35.84
87,0.00,5.03,9.56,0.00,6.83,37.02
89,0.00,6.15,2.18,0.00,8.83,37.99
91,0.00,11.83,0.38,0.00,10.83,37.93
93,0.00,11.69,2.38,0.00,12.83,38.29
95,0.00,11.69,1.01,0.00,14.83,32.24
97,1.87,12.75,3.01,0.00,16.83,28.78
99,4.30,18.13,5.01,0.16,18.83,25.33
101,9.09,17.99,7.01,2.16,20.83,21.03
103,17.39,17.99,9.01,4.16,22.83,20.05
105,24.90,17.99,11.01,6.16,24.83,19.91
107,34.65,17.99,13.01,8.16,26.83,19.10
109,36.59,17.99,15.01,10.16,28.83,20.99
111,38.72,17.96,11.37,12.16,30.83,20.50
113,48.17,6.86,13.37,14.16,24.45,17.43
115,53.96,0.00,11.77,16.16,19.06,16.48
117,66.24,0.00,13.77,12.98,0.00,20.43
119,75.37,0.00,12.03,14.98,0.00,24.66
121,83.00,0.00,14.03,10.16,0.00,29.55
123,82.68,0.00,9.43,12.16,0.00,28.97
125,20.47,0.00,11.43,3.30,0.00,28.89
127,0.00,0.00,10.18,5.30,0.00,30.24
129,0.00,0.00,10.92,7.30,0.00,30.66
131,0.00,0.00,12.20,9.30,0.00,30.02
133,0.00,0.00,12.39,11.30,0.00,34.94
135,0.00,0.00,9.09,13.30,0.71,30.50
137,3.99,0.00,11.09,0.00,2.71,28.26
139,16.23,0.00,13.09,0.00,4.71,29.06
141,17.69,3.34,15.09,0.00,6.71,32.80
143,17.69,5.17,17.09,0.00,8.71,30.41
145,17.69,5.16,19.09,0.00,10.71,28.99
147,17.69,5.16,21.09,0.00,12.71,21.51
149,22.58,5.16,23.09,1.28,14.71,19.05
151,26.23,9.04,19.36,3.28,16.71,16.19
153,32.65,11.79,21.36,5.28,18.71,18.29
