time,queue_main,queue_right,queue_avg,queue_max,delay_direction_1,delay_direction_2,delay_direction_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.50
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.80
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.70
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.60
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.70
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.07
17,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.11,0.20,0.33,49.08
19,0.31,0.00,0.15,0.31,0.00,2.33,0.00,0.78,1.40,2.33,48.36
21,5.43,0.00,2.71,5.43,0.00,4.33,0.00,1.44,2.60,4.33,51.60
23,0.00,0.00,0.00,0.00,0.00,6.33,0.00,2.11,3.80,6.33,47.30
25,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.05,0.09,0.15,43.46
27,0.00,3.76,1.88,3.76,0.00,0.00,1.46,0.49,0.29,1.46,42.83
29,0.00,4.99,2.49,4.99,0.00,1.29,3.46,1.58,1.47,3.46,35.03
31,0.00,4.98,2.49,4.98,0.00,0.00,5.46,1.82,1.09,5.46,27.97
33,0.00,4.98,2.49,4.98,0.00,0.63,7.46,2.70,1.87,7.46,22.60
35,1.41,4.98,3.20,4.98,0.00,2.63,9.46,4.03,3.47,9.46,19.35
37,5.09,4.98,5.04,5.09,0.00,4.63,11.46,5.36,5.07,11.46,16.88
39,9.44,4.98,7.21,9.44,0.00,6.63,13.46,6.70,6.67,13.46,21.60
41,10.98,4.98,7.98,10.98,0.00,8.63,15.46,8.03,8.27,15.46,31.92
43,7.81,4.98,6.40,7.81,0.00,10.63,17.46,9.36,9.87,17.46,39.04
45,0.00,4.98,2.49,4.98,0.42,8.25,19.46,9.38,8.93,19.46,36.45
47,1.33,4.98,3.16,4.98,2.42,0.00,21.46,7.96,4.78,21.46,43.05
49,0.00,4.98,2.49,4.98,4.42,0.00,23.46,9.29,5.58,23.46,37.28
51,0.00,4.98,2.49,4.98,6.42,0.00,25.46,10.63,6.38,25.46,31.44
53,0.00,11.48,5.74,11.48,8.42,0.39,27.46,12.09,7.41,27.46,26.85
55,0.00,17.07,8.54,17.07,10.42,2.39,29.46,14.09,9.41,29.46,23.49
57,9.59,17.44,13.52,17.44,12.42,4.39,31.46,16.09,11.41,31.46,25.24
59,15.09,17.42,16.25,17.42,14.42,6.39,33.46,18.09,13.41,33.46,22.49
61,22.76,5.84,14.30,22.76,16.42,8.39,10.58,11.80,10.44,16.42,19.80
63,27.21,0.00,13.61,27.21,18.42,10.39,10.12,12.98,11.94,18.42,14.05
65,35.44,0.00,17.72,35.44,20.42,12.39,0.00,10.94,11.52,20.42,13.67
67,40.82,0.00,20.41,40.82,8.83,14.39,0.00,7.74,10.40,14.39,13.20
69,42.45,0.00,21.22,42.45,10.83,16.39,0.21,9.14,12.04,16.39,14.31
71,42.44,0.00,21.22,42.44,12.83,8.48,2.21,7.84,8.10,12.83,9.45
