time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,45.90
7,0.00,0.00,0.00,0.00,0.00,55.40
9,0.00,0.00,0.00,0.00,0.00,58.35
11,0.00,0.00,0.00,0.00,0.00,59.63
13,0.00,0.00,0.00,0.00,0.00,56.22
15,0.00,0.00,0.00,0.00,0.00,52.70
17,0.00,0.00,0.00,0.00,0.00,49.05
19,0.00,0.00,0.00,0.39,0.00,44.43
21,2.60,0.00,0.00,2.39,0.00,43.66
23,5.34,0.00,0.00,4.39,0.44,37.33
25,5.31,3.08,0.00,6.39,2.44,31.23
27,5.31,9.78,0.00,8.39,4.44,23.50
29,7.85,12.11,1.98,10.39,6.44,26.99
31,17.22,11.62,3.98,12.39,8.44,29.16
33,9.25,0.00,5.98,6.54,8.65,35.35
35,0.00,0.00,0.00,8.54,6.08,45.18
37,0.00,0.00,0.00,4.21,5.02,50.08
39,0.00,0.00,0.00,0.00,0.00,45.87
41,0.00,0.00,0.00,1.21,0.00,36.68
43,0.00,0.00,1.38,3.21,0.00,27.76
45,8.42,0.00,3.38,5.21,0.00,24.90
47,23.88,0.00,5.38,7.21,0.00,26.24
49,28.92,0.00,7.38,9.21,0.32,22.90
51,35.47,0.00,9.38,11.21,2.32,26.83
53,34.92,4.47,11.38,0.31,4.32,26.70
55,0.00,5.30,11.03,2.31,6.32,29.70
57,0.00,5.30,9.89,4.31,8.32,30.33
59,0.00,11.25,11.89,6.31,10.32,34.12
61,0.00,11.65,0.00,8.31,12.32,30.73
63,0.88,11.65,0.00,3.57,14.32,29.06
65,5.35,13.00,0.00,5.57,16.32,26.01
67,5.24,17.80,0.00,7.57,18.32,22.68
69,5.24,19.53,0.00,9.57,20.32,17.02
71,5.24,24.52,0.00,11.57,22.32,15.47
73,5.24,24.43,0.00,13.57,24.32,15.42
75,10.80,29.81,1.85,15.57,26.32,13.33
77,12.31,31.27,3.85,17.57,28.32,13.77
79,18.11,31.26,5.85,19.57,30.32,15.54
81,19.24,31.26,7.85,21.57,24.38,17.58
83,19.24,15.40,9.85,23.57,19.13,14.73
85,19.24,0.00,11.85,25.57,15.88,15.87
87,23.73,0.00,13.85,27.57,12.23,24.86
89,25.75,0.00,15.85,29.57,1.68,26.71
91,25.74,3.16,17.85,31.57,3.68,31.02
93,25.74,5.37,19.85,33.57,5.68,28.97
95,25.74,5.36,21.85,35.57,7.68,27.08
97,25.74,5.36,23.85,37.57,9.68,21.69
99,25.74,6.94,25.85,39.57,11.68,17.20
101,33.12,12.68,27.85,41.57,13.68,17.23
103,41.28,11.49,29.85,43.57,15.68,18.34
105,54.22,0.00,31.85,29.30,7.40,18.76
107,59.52,0.00,5.23,31.30,0.00,19.26
109,61.46,0.00,7.23,23.84,0.00,14.91
111,66.21,0.00,9.23,12.25,0.00,23.41
113,72.51,0.00,11.23,10.67,0.00,28.76
115,78.49,0.00,11.01,12.67,1.33,26.35
117,75.89,0.00,13.01,14.67,3.33,22.47
119,18.31,0.00,15.01,16.67,5.33,19.49
121,25.06,0.00,17.01,18.67,7.33,16.63
123,29.05,0.00,19.01,20.67,9.33,11.23
125,30.34,0.28,21.01,22.67,11.33,7.68
127,44.12,5.62,23.01,24.67,13.33,14.28
129,48.15,10.38,25.01,25.12,15.33,21.42
131,48.10,10.22,4.56,27.12,17.33,27.35
133,47.93,10.22,6.56,24.54,19.33,29.04
135,7.01,10.22,8.56,17.76,21.33,30.04
137,0.00,10.22,10.56,0.00,23.33,30.40
139,0.00,10.22,12.56,0.00,25.33,28.69
141,0.00,10.22,12.41,0.00,27.33,27.69
143,0.00,16.53,4.66,0.00,29.33,25.64
145,0.00,25.32,0.00,0.00,31.33,26.64
147,0.00,25.23,1.65,0.00,33.33,27.21
149,0.00,25.23,3.65,0.00,35.33,24.82
151,2.22,30.07,5.65,0.00,37.33,22.99
153,0.00,31.34,7.65,0.63,39.33,19.03
